cluster_ids,ids,scaled_scores,unscaled_scores,s1_score_scaled,s3_score_scaled,s1_score,s3_score,s1_unscaled_score,s3_unscaled_score,category_id,category_name,sentences
160,158314,0.35000000000000003,3.5,1.3,-0.6,'5','2',5.0,2.0,26,IceHockeyPlayer,Nella stagione successiva Hay e i Black Hawks raggiunsero la finale della Stanley Cup.
161,164306,0.35,3.5,0.3,0.4,'4','3',4.0,3.0,27,Island,"A nord l'isola viene attraversata dal Ponte Massimiliano, che porta verso il Maximilianeum."
162,164873,-0.14999999999999997,3.0,-0.7,0.4,'3','3',3.0,3.0,27,Island,"Contrariamente alla vasta area coperta dall'arcipelago, copre una superficie terrestre di soli 885km2."
163,166881,0.8500000000000001,4.0,1.3,0.4,'5','3',5.0,3.0,27,Island,"La città più grande è Kaunakakai, che è anche uno dei due porti sull'isola."
164,166037,0.35,3.5,0.3,0.4,'4','3',4.0,3.0,27,Island,Negli ultimi anni il turismo si propone come fonte di sostentamento dell'intera isola.
165,166959,0.35000000000000003,3.5,1.3,-0.6,'5','2',5.0,2.0,27,Island,Le isole Lupči sono un gruppo di quattro piccole isolette russe nel Mar Bianco.
166,165037,-0.6499999999999999,2.5,-0.7,-0.6,'3','2',3.0,2.0,27,Island,Diresse la piantagione con un pugno di ferro che portò al suo omicidio nel 1904.
167,164509,-0.6499999999999999,2.5,-0.7,-0.6,'3','2',3.0,2.0,27,Island,"I sadlermuit, come nella vicina isola di Southampton, si estinsero contraendo malattie dagli occidentali."
168,168701,0.35,3.5,-0.7,1.4,'3','4',3.0,4.0,28,Language,L Ostniederdeutsch è un gruppo di dialetti parlati prevalentemente in Germania orientale e Polonia settentrionale.
169,170486,-0.15000000000000002,3.0,-1.7,1.4,'2','4',2.0,4.0,28,Language,Alcuni linguisti includono l'alveniate in un gruppo dialettale alverno-limosino in comune con il limosino.
170,172388,-1.1500000000000001,2.0,-2.7,0.4,'1','3',1.0,3.0,28,Language,"Però, la frase nominativa incl. l'articolo, nome e aggettivo mostra tutte le possibilità"
171,170821,-0.6499999999999999,2.5,-1.7,0.4,'2','3',2.0,3.0,28,Language,"Discussione di alcuni principali processi fonologici, come di importanti allofoni o di regole di assimilazione."
172,172120,-0.6499999999999999,2.5,-0.7,-0.6,'3','2',3.0,2.0,28,Language,Il numero dei suoi locutori varia fortemente in funzione della metodologia impiegata per calcolarlo.
173,169410,0.35,3.5,0.3,0.4,'4','3',4.0,3.0,28,Language,"Il vecchio alfabeto georgiano sembra sia stato derivato da quello aramaico, con influenze greche."
174,173312,0.85,4.0,0.3,1.4,'4','4',4.0,4.0,28,Language,Numerosi esempi sono stati trovati nelle carte del notaio Giacomo Zabbara risalenti al 1486-1501.
175,174722,-0.6499999999999999,2.5,-0.7,-0.6,'3','2',3.0,2.0,29,MetroStation,La Granja è una stazione della metropolitana di Valencia che serve la linea 4.
176,178047,0.35,3.5,-0.7,1.4,'3','4',3.0,4.0,29,MetroStation,"Da allora la stazione è il capolinea dell'attuale Linea Kachovskaya, staccatasi dalla Zamoskvoreckaja."
177,182025,-1.15,2.0,-1.7,-0.6,'2','2',2.0,2.0,30,MilitaryConflict,"Sull'altro versante, da Vienna si insisteva con Gyulai per una condotta più energica."
178,181388,0.35000000000000003,3.5,1.3,-0.6,'5','2',5.0,2.0,30,MilitaryConflict,La guerra contro le tribù germaniche degli anni precedenti ne aveva solo ritardato i piani.
179,184453,0.35,3.5,0.3,0.4,'4','3',4.0,3.0,30,MilitaryConflict,Il 23 agosto 1179 Saladino giunse al Guado di Giacobbe e diede inizio all'assedio.
180,180344,-0.6500000000000001,2.5,-2.7,1.4,'1','4',1.0,4.0,30,MilitaryConflict,"Giovanni occupava il tempio ed i dintorni, compreso l'Ophel'e la valle del Cedron."
181,183987,0.8500000000000001,4.0,1.3,0.4,'5','3',5.0,3.0,30,MilitaryConflict,"Tre settimane dopo, invece, avvenne il secondo scontro nel quale Bruto fu rovinosamente battuto."
182,181908,-0.15,3.0,0.3,-0.6,'4','2',4.0,2.0,30,MilitaryConflict,"I tedeschi, riconoscendo l'indifendibilità della propria posizione, si ritirarono dalla Marna verso nord."
183,189748,-0.15,3.0,0.3,-0.6,'4','2',4.0,2.0,31,MilitaryPerson,"Infine, Belisario diventa generale nell'esercito di Padway e gli assicura il controllo dell'Italia."
184,189842,-0.15000000000000002,3.0,1.3,-1.6,'5','1',5.0,1.0,31,MilitaryPerson,Ricevette il brevetto di sottotenente dell'Esercito degli Stati Uniti il 1o luglio del 1830.
185,188343,-0.15000000000000002,3.0,1.3,-1.6,'5','1',5.0,1.0,31,MilitaryPerson,Si arruolò come soldato nel 44° Reggimento di linea allo scoppio della guerra franco-prussiana.
186,190101,-0.15000000000000002,3.0,1.3,-1.6,'5','1',5.0,1.0,31,MilitaryPerson,A causa della gravissima ferita fu posto in congedo assoluto il 15 gennaio 1918
187,186697,-0.15,3.0,0.3,-0.6,'4','2',4.0,2.0,31,MilitaryPerson,"Nel 1934, prese parte alla notte dei lunghi coltelli contro le Sturmabteilung di Ernst Röhm."
188,186062,-0.6499999999999999,2.5,-0.7,-0.6,'3','2',3.0,2.0,31,MilitaryPerson,"Novák, tuttavia, respinse l'offerta e insieme a molti altri aviatori cecoslovacchi fuggì all'estero."
189,192890,0.8500000000000001,4.0,1.3,0.4,'5','3',5.0,3.0,32,MilitaryUnit,"Il 28 agosto, la brigata venne trasferita in Estonia, nella zona del lago Peipus."
190,197358,-0.14999999999999997,3.0,-0.7,0.4,'3','3',3.0,3.0,32,MilitaryUnit,"Con la totale indipendenza norvegese,venne approvata una legislazione rafforzante del sistema introdotto nel 1885."
191,197578,0.85,4.0,0.3,1.4,'4','4',4.0,4.0,32,MilitaryUnit,Con decreto del 12 novembre 1976 al battaglione fu assegnata la Bandiera di Guerra.
192,192449,0.35,3.5,0.3,0.4,'4','3',4.0,3.0,32,MilitaryUnit,"I manipoli erano unità di 60/120 uomini, tutti provenienti da una medesima classe di fanteria."
193,197558,-1.15,2.0,-1.7,-0.6,'2','2',2.0,2.0,32,MilitaryUnit,Il XIV SS-Armeekorps fu un unità militare formata nel novembre del 1944 nell'Oberrhein.
194,195644,0.35,3.5,0.3,0.4,'4','3',4.0,3.0,32,MilitaryUnit,In agosto la Volkspolizei fu posta sotto il comando del ministro dell'interno tedesco.
195,195541,-0.6499999999999999,2.5,-1.7,0.4,'2','3',2.0,3.0,32,MilitaryUnit,"Panzer-Division nasce ufficialmente il 18 ottobre 1939 a Wuppertal'in Vestfalia, da elementi della 1."
196,198878,0.35,3.5,-0.7,1.4,'3','4',3.0,4.0,33,Mineral,"La ferrorhodsite è un minerale appartenente al gruppo della linnaeite, ha struttura analoga alla cuprorhodsite."
197,201755,0.8500000000000001,4.0,1.3,0.4,'5','3',5.0,3.0,33,Mineral,La bukovskýite è un minerale che prende il nome dal chimico ceco Antonin Bukovsky.
198,202426,0.85,4.0,0.3,1.4,'4','4',4.0,4.0,33,Mineral,Il nome è in riferimento alla composizione chimica è un minerale con prevalenza di cerio.
199,200003,-0.14999999999999997,3.0,-0.7,0.4,'3','3',3.0,3.0,33,Mineral,"Inoltre la calcopirite è rinvenuta in gran quantità, raramente in forma cristallina, e meno fragile."
200,199805,0.35000000000000003,3.5,1.3,-0.6,'5','2',5.0,2.0,33,Mineral,"Il nome del minerale è stato attribuito in onore di Pavel'Ivanovich Stepanov, geologo russo."
201,201094,0.35,3.5,0.3,0.4,'4','3',4.0,3.0,33,Mineral,"La fullerite ultradura C ha una durezza molto elevata, superiore a quella del diamante."
202,208448,0.35000000000000003,3.5,1.3,-0.6,'5','2',5.0,2.0,34,Monarch,"In mancanza di eredi, gli successe come era facile prevedere, il fratello minore Leopoldo."
203,209601,-0.6499999999999999,2.5,-0.7,-0.6,'3','2',3.0,2.0,34,Monarch,Il giovane re divenne succube del Phraya Kalahom e fu assassinato nell'agosto del 1629.
204,207609,-1.15,2.0,-1.7,-0.6,'2','2',2.0,2.0,34,Monarch,"Tipu inviò una lettera il 19 gennaio 1790 al governatore di Bekal, Budruz Zuman Khan."
205,205859,0.35,3.5,-1.7,2.4,'2','5',2.0,5.0,34,Monarch,"Dopo la morte di Vittorio, sposò io 15 febbraio 1813 il barone Federico di Stein-Liebenstein-Barchfeld"
206,208696,-1.15,2.0,-1.7,-0.6,'2','2',2.0,2.0,34,Monarch,Aldobrandino d Este dopo la morte del padre ereditò il titolo di signore di Ferrara.
207,209239,-0.15,3.0,0.3,-0.6,'4','2',4.0,2.0,34,Monarch,È per questo motivo che questo clan ancora oggi in Burundi ha una pessima considerazione.
208,205145,0.8500000000000001,4.0,1.3,0.4,'5','3',5.0,3.0,34,Monarch,Fu la prima volta che l'istituto del Palazzo Davanti arrivò a tanto potere.
209,205505,-0.15000000000000002,3.0,1.3,-1.6,'5','1',5.0,1.0,34,Monarch,"Morì di leucemia nella capitale egiziana nell'autunno del 1988, all'età di 67 anni."
210,208695,-0.15000000000000002,3.0,1.3,-1.6,'5','1',5.0,1.0,34,Monarch,"Il coimperatore, infatti, non volle mai consumare il matrimonio perché riteneva Sofia troppo brutta."
211,211665,0.35,3.5,0.3,0.4,'4','3',4.0,3.0,35,MotorcycleRider,"È ottavo nel 1998 e ancora nono l'anno successivo, con una Yamaha YZF-R6."
212,214802,-0.65,2.5,0.3,-1.6,'4','1',4.0,1.0,35,MotorcycleRider,Nel 2003 si presenta al Campionato Italiano Velocità Superstock 1000 come campione in carica.
213,214815,0.35,3.5,0.3,0.4,'4','3',4.0,3.0,35,MotorcycleRider,"È ricordato come uno dei padri fondatori della specialità, avendo anche vinto cinque titoli francesi."
214,215833,-1.15,2.0,-0.7,-1.6,'3','1',3.0,1.0,35,MotorcycleRider,Nel 2016 è nello stesso team con un nuovo compagno di squadra Franco Morbidelli.
215,213386,0.8500000000000001,4.0,1.3,0.4,'5','3',5.0,3.0,35,MotorcycleRider,"Gareggiò poi nel Motomondiale, in varie classi fino al termine della stagione vittoriosa del 1955."
216,215464,0.35,3.5,-0.7,1.4,'3','4',3.0,4.0,35,MotorcycleRider,"Il 1969 vede il centauro ternano Campione Italiano Juniores della 250, sempre con una MotoBi."
217,214057,0.8500000000000001,4.0,1.3,0.4,'5','3',5.0,3.0,35,MotorcycleRider,"In quella stagione si classificò quarto nella classifica finale del motomondiale, sua migliore prestazione."
218,218537,0.35,3.5,-0.7,1.4,'3','4',3.0,4.0,36,Mountain,Nel seguente elenco sono riportati gli altri eventi più significativi riguardanti il Cho Oyu.
219,217896,-0.6499999999999999,2.5,-0.7,-0.6,'3','2',3.0,2.0,36,Mountain,Sotto la vetta sono evidenti i resti del presidio austriaco della prima guerra mondiale.
220,216714,0.35000000000000003,3.5,1.3,-0.6,'5','2',5.0,2.0,36,Mountain,La vetta del Nelion fu scalata la prima volta da Eric Shipton nel 1929.
221,218773,0.35,3.5,0.3,0.4,'4','3',4.0,3.0,36,Mountain,Il monte è collocato a nord-est di Cortina d Ampezzo e ad ovest di Misurina.
222,220533,-0.14999999999999997,3.0,-0.7,0.4,'3','3',3.0,3.0,36,Mountain,"Nei pressi del Mönchjoch, valico che lo separa dal Mönch si trova la Mönchsjochhütte."
223,218296,-0.15000000000000002,3.0,1.3,-1.6,'5','1',5.0,1.0,36,Mountain,"In realtà la vetta più alta è il monte Popomanaseu, che tocca quota 2335 metri."
224,223085,-0.6499999999999999,2.5,-0.7,-0.6,'3','2',3.0,2.0,37,Museum,Il museo si trova in quella che un tempo era la centrale termoelettrica di Bankside.
225,225850,0.35000000000000003,3.5,1.3,-0.6,'5','2',5.0,2.0,37,Museum,Nel corso degli anni altre opere sono state accolte e esposte all'interno del museo.
226,225952,-0.6499999999999999,2.5,-1.7,0.4,'2','3',2.0,3.0,37,Museum,Il progetto museografico è elaborato personalmente da Depero tra il 1957 e il 1959.
227,224691,-0.15000000000000002,3.0,1.3,-1.6,'5','1',5.0,1.0,37,Museum,La produzione della miniera oscillava tra le 56 e le 84 tonnellate di rame.
228,225351,-0.6499999999999999,2.5,-1.7,0.4,'2','3',2.0,3.0,37,Museum,"Negli anni 1983-1984 l'esposizione venne riallestita, mutando e migliorando il percorso logico espositivo."
229,228218,-0.15,3.0,0.3,-0.6,'4','2',4.0,2.0,38,MusicalArtist,Con My Chico al Festivalbar 1988 venne premiata come Migliore Cantante Europea dell'anno.
230,231994,0.8500000000000001,4.0,1.3,0.4,'5','3',5.0,3.0,38,MusicalArtist,"Peraza si esibì in tutti i locali delle zone circostanti, tra cui nel Manhole Shelley."
231,231272,0.35,3.5,-0.7,1.4,'3','4',3.0,4.0,38,MusicalArtist,Questo procurò alla band un tour in Europa insieme ai Gothminister come band di supporto.
232,228368,0.85,4.0,0.3,1.4,'4','4',4.0,4.0,38,MusicalArtist,"Con l'aiuto del padre ha aperto un ristorante in Odaiba, Tokyo chiamato Kamei-do."
233,230429,0.35000000000000003,3.5,1.3,-0.6,'5','2',5.0,2.0,38,MusicalArtist,"Per l'occasione Fukuyama forma un duo musicale con il coprotagonista di Galileo, Kou Shibasaki."
234,231711,-0.15,3.0,0.3,-0.6,'4','2',4.0,2.0,38,MusicalArtist,Per un periodo visse nella stessa pensione con Albert Ammons e Meade Lux Lewis.
235,236120,0.35,3.5,0.3,0.4,'4','3',4.0,3.0,39,MusicGenre,"Simile all'early happy hardcore, definita da un battito più leggero e sonorità rave."
236,237894,-0.65,2.5,0.3,-1.6,'4','1',4.0,1.0,39,MusicGenre,"Questi nuovi complessi incorporavano gli elementi più commerciali di alternative rock, emo e post-hardcore."
237,238794,-0.65,2.5,0.3,-1.6,'4','1',4.0,1.0,39,MusicGenre,La Frenchcore è un sottogenere musicale molto veloce e ritmato proposto soprattutto in Francia.
238,237999,-0.15000000000000002,3.0,-1.7,1.4,'2','4',2.0,4.0,39,MusicGenre,Originatori di questa tendenza sono stati probabilmente gli statunitensi Impetigo insieme ai conterranei Meat Shits.
239,234134,-0.14999999999999997,3.0,-0.7,0.4,'3','3',3.0,3.0,39,MusicGenre,Il dansi si può considerare derivato dalla rumba congolese degli anni 30 e sessanta.
240,239655,0.4,3.0,,0.4,[],'3',,3.0,39,MusicGenre,L'intero genere può creare diversi sottogeneri grazie alla sua combinazione fra ritmo e armonia.
241,245685,0.35,3.5,0.3,0.4,'4','3',4.0,3.0,40,Newspaper,"Pohl scrisse egli stesso molte storie, per riempire la rivista e aumentare il suo stipendio."
242,241542,-1.15,2.0,-1.7,-0.6,'2','2',2.0,2.0,40,Newspaper,Nell'ultimo numero c'è un Referendum sullo stato di salute della rivista stessa.
243,240966,0.35,3.5,0.3,0.4,'4','3',4.0,3.0,40,Newspaper,"Alla fine dell'anno avviene la defezione di Prezzolini, che si trasferisce a Roma."
244,244328,-0.6499999999999999,2.5,-0.7,-0.6,'3','2',3.0,2.0,40,Newspaper,"Il giornale venne venduto a Hearst Corporation nel 1972, che pubblicava il rivale American Record."
245,241225,0.35000000000000003,3.5,1.3,-0.6,'5','2',5.0,2.0,40,Newspaper,Negli anni novanta la rivista continuò ad essere un punto di riferimento del settore.
246,243446,-0.14999999999999997,3.0,-0.7,0.4,'3','3',3.0,3.0,40,Newspaper,"Con questa squadra, trasformò le pagine di Vogue in un grande spettacolo artistico e sofisticato."
247,249372,-1.15,2.0,-0.7,-1.6,'3','1',3.0,1.0,41,Politician,Nel maggio 1970 Colonna di Paliano divenne presidente della catena di grandi magazzini La Rinascente.
248,246941,1.35,4.5,1.3,1.4,'5','4',5.0,4.0,41,Politician,Ciò rese l'Estonia il primo paese ad avere relazioni con i sovietici bolscevichi.
249,248405,0.35,3.5,0.3,0.4,'4','3',4.0,3.0,41,Politician,"L'anno dopo fu al servizio della Spagna, per cui combatté in diverse battaglie."
250,250407,-0.6499999999999999,2.5,-1.7,0.4,'2','3',2.0,3.0,41,Politician,Scrisse anche un contributo per la bibliografia del parlamentoPerplessità e riserve sulla riforma dei bilanci.
251,250187,-0.15,3.0,0.3,-0.6,'4','2',4.0,2.0,41,Politician,"Era il figlio di Henry Brand, I visconte Hampden, e di sua moglie, Eliza Ellice."
252,247212,0.35000000000000003,3.5,1.3,-0.6,'5','2',5.0,2.0,41,Politician,Abelli è stato capogruppo di Forza Italia nel consiglio regionale della Lombardia dal 2005.
253,251488,0.8500000000000001,4.0,1.3,0.4,'5','3',5.0,3.0,41,Politician,"Eletto deputato all'Assemblée nationale nel 1993, è il deputato più giovane della legislatura."
254,246219,0.35,3.5,0.3,0.4,'4','3',4.0,3.0,41,Politician,"C., riuscì ad impadronirsi di Argo, che si era ribellata all'arrivo delle truppe macedoni."
255,247031,-0.65,2.5,0.3,-1.6,'4','1',4.0,1.0,41,Politician,"Il mandato terminò tuttavia pochi mesi dopo, a causa della vittoria elettorale della CDU."
256,257938,-0.15,3.0,0.3,-0.6,'4','2',4.0,2.0,42,PopulatedPlace,"Il distretto di Yaurisque è uno dei nove distretti della provincia di Paruro, in Perù."
257,256044,-1.15,2.0,-0.7,-1.6,'3','1',3.0,1.0,42,PopulatedPlace,"Secondo lo United States Census Bureau, ha un area totale di 1,00 miglia quadrate."
258,255497,0.85,4.0,-0.7,2.4,'3','5',3.0,5.0,42,PopulatedPlace,"Csáfordjánosfa è un comune di 244 abitanti situato nella provincia di Győr-Moson-Sopron, nell'Ungheria nordoccidentale."
259,254598,-0.7,3.0,-0.7,,'3',[],3.0,,42,PopulatedPlace,"L'abitato venne fondato dai fratelli Pancracio, Nicolás, Ezequiel'e Sinforoso Vargas nel 1794."
260,256087,0.85,4.0,0.3,1.4,'4','4',4.0,4.0,42,PopulatedPlace,Appartiene al circondario di Bad Kreuznach ed è parte della comunità amministrativa di Kirn-Land.
261,259774,0.35,3.5,0.3,0.4,'4','3',4.0,3.0,43,RacingDriver,"Anche nell'inverno 2008-2009 partecipa alla GP2 Asia, vincendola, e nel 2009 al campionato GP2."
262,258585,-0.15,3.0,0.3,-0.6,'4','2',4.0,2.0,43,RacingDriver,La Tyrrell fa nuovamente doppietta nel Gran Premio di Germania al Nürburgring il 1o agosto.
263,258469,0.8500000000000001,4.0,1.3,0.4,'5','3',5.0,3.0,43,RacingDriver,Suo figlio Tim è stato anche un pilota di Formula 1 con scarsa fortuna.
264,258896,0.8500000000000001,4.0,1.3,0.4,'5','3',5.0,3.0,43,RacingDriver,Il 1997 cominciò con le premesse del 1996 ed ebbe le stesse conclusioni deludenti.
265,259710,0.35000000000000003,3.5,1.3,-0.6,'5','2',5.0,2.0,43,RacingDriver,"Il 1968 fu, invece, un anno tormentato sia per il pilota, che per la scuderia."
266,263629,0.8500000000000001,4.0,1.3,0.4,'5','3',5.0,3.0,43,RacingDriver,Nei giorni seguenti Rosberg si scusò pubblicamente con Hamilton prendendosi la responsabilità per la collisione.
267,264335,-0.15000000000000002,3.0,1.3,-1.6,'5','1',5.0,1.0,44,RailwayStation,"La stazione risulta essere molto trafficata, vista la sua popolarità tra i pendolari della zona."
268,267289,0.8500000000000001,4.0,1.3,0.4,'5','3',5.0,3.0,44,RailwayStation,Dal 15 dicembre 2013 la stazione è fornita da un sottopassaggio munito di ascensori.
269,269233,0.8500000000000001,4.0,1.3,0.4,'5','3',5.0,3.0,44,RailwayStation,"La stazione è stata inaugurata in concomitanza con la ferrovia, il 10 agosto 1924."
270,264270,-0.15,3.0,0.3,-0.6,'4','2',4.0,2.0,44,RailwayStation,Globalmente la stazione possiede due ingressi a cui si aggiungono tre accessi diretti ai binari.
271,273798,0.35000000000000003,3.5,1.3,-0.6,'5','2',5.0,2.0,45,ReligiousBuilding,Sopra l'altare è posta una copia della Vergine nera di Częstochowa risalente al 1720.
272,270967,0.8500000000000001,4.0,1.3,0.4,'5','3',5.0,3.0,45,ReligiousBuilding,"La richiesta viene accolta, ma non sarà poi messa in pratica, probabilmente per motivi economici."
273,273085,-0.15,3.0,0.3,-0.6,'4','2',4.0,2.0,45,ReligiousBuilding,"Le pareti eran ricoperte da immagine votive, tranne il presbiterio che fu affrescato nel 1700."
274,272889,0.35,3.5,0.3,0.4,'4','3',4.0,3.0,45,ReligiousBuilding,Nel 1985 la sinagoga fu chiusa e cominciarono lunghi anni di abbandono e furti.
275,273278,-0.15000000000000002,3.0,1.3,-1.6,'5','1',5.0,1.0,45,ReligiousBuilding,Notevole è l'apparato decorativo delle sei cappelle che si aprono sulla sinistra della chiesa.
276,270196,-0.15,3.0,0.3,-0.6,'4','2',4.0,2.0,45,ReligiousBuilding,"Il campanile è una torre pendente è infatti inclinato di circa 1,4° in direzione Est-Sud-Est."
277,272400,0.4,3.0,,0.4,[],'3',,3.0,45,ReligiousBuilding,"Nel 1927 venne ripristinata la facciata, che riflette le linee del sezionamento delle navate."
278,280438,0.35,3.5,0.3,0.4,'4','3',4.0,3.0,46,River,Scorre poi lungo il confine con Meduna di Livenza e la provincia di Treviso.
279,276352,-1.15,2.0,-1.7,-0.6,'2','2',2.0,2.0,46,River,Il Cando o Rio Cando è un piccolo torrente della Repubblica di San Marino.
280,280187,-0.14999999999999997,3.0,-0.7,0.4,'3','3',3.0,3.0,46,River,"Più a valle sbocca nel Cigüela, da sinistra, molto vicino agli Ojos del Guadiana."
281,277219,-0.14999999999999997,3.0,-0.7,0.4,'3','3',3.0,3.0,46,River,"Dopo 104km di corso il fiume sfocia nel Jijia, vicino alla città di Chiperești."
282,279836,0.85,4.0,0.3,1.4,'4','4',4.0,4.0,46,River,"La Bol šaja è un fiume della Russia europea meridionale, affluente di sinistra della Kalitva."
283,279151,0.35000000000000003,3.5,1.3,-0.6,'5','2',5.0,2.0,46,River,Il fiume ha una portata d acqua tra i 2 ed i 1500 m3/s.
284,282905,-0.15000000000000002,3.0,1.3,-1.6,'5','1',5.0,1.0,47,Road,Le dimensioni della carreggiata sono poco più ampie di quelle di una normale strada statale.
285,286168,-0.6499999999999999,2.5,-1.7,0.4,'2','3',2.0,3.0,47,Road,Il tracciato prosegue fino al raggiungimento del litorale che costeggia ininterrottamente fino al suo termine.
286,283488,-0.15,3.0,0.3,-0.6,'4','2',4.0,2.0,47,Road,"Il rimanente tratto, da Rezzato a Limone sul Garda, è invece rimasto all'ANAS."
287,282532,-0.15,3.0,0.3,-0.6,'4','2',4.0,2.0,47,Road,"Superato lo svincolo di Cosenza, l'autostrada attraversa le varie montagne in direzione Altilia."
288,285081,0.35,3.5,0.3,0.4,'4','3',4.0,3.0,47,Road,"È parte dell'itinerario che congiunge Berlino alla Slesia, proseguendo in territorio polacco come A18."
289,287529,-0.6499999999999999,2.5,-0.7,-0.6,'3','2',3.0,2.0,47,Road,La strada ha origine dallo svincolo di Castellammare del Golfo sull'A29 Palermo-Mazara del Vallo.
290,291428,-1.15,2.0,-1.7,-0.6,'2','2',2.0,2.0,48,Saint,Processione di San Ferdinando D Aragona con le reliquie per le vie di Alvignano
291,290022,-2.7,1.0,-2.7,,'1','e',1.0,,48,Saint,I successivi miracoli sono indicati nella lista dei capitoli all Historia Miraculorum della Vita II.
292,288214,-1.15,2.0,-0.7,-1.6,'3','1',3.0,1.0,48,Saint,Ben presto incominciarono a circolare voci sulla sua intensa fede e si parlava di miracoli.
293,291374,0.35000000000000003,3.5,1.3,-0.6,'5','2',5.0,2.0,48,Saint,"Le reliquie di San Claudio vennero arse nel marzo 1794, durante la Rivoluzione Francese."
294,293764,-0.15,3.0,0.3,-0.6,'4','2',4.0,2.0,48,Saint,Sempre il 25 ottobre viene festeggiato a Monti di cui è anche Santo patrono.
295,296646,-1.1500000000000001,2.0,-2.7,0.4,'1','3',1.0,3.0,49,Ship,"Il 24 marzo un convoglio entra nel campo, con la perdita dei cacciatorpediniere e."
296,297610,-1.15,2.0,-1.7,-0.6,'2','2',2.0,2.0,49,Ship,"Mentre transitava nel canale Kaiser Wilhelm il 14 marzo 1917, la Kaiserin si arenò."
297,299168,-1.6500000000000001,1.5,-2.7,-0.6,'1','2',1.0,2.0,49,Ship,"Esse si ritirarono subito dopo, lo Yugiri trainando lo Shirakumo rimasto senza energia motrice."
298,296963,-0.15000000000000002,3.0,1.3,-1.6,'5','1',5.0,1.0,49,Ship,A partire dal 1944 la nave fu utilizzata nel Pacifico per scortare le portaerei.
299,297409,0.35000000000000003,3.5,1.3,-0.6,'5','2',5.0,2.0,49,Ship,La nave fu infine smantellata nei cantieri Breda di Venezia nel 1923 o 1924.
300,297634,-0.6499999999999999,2.5,-0.7,-0.6,'3','2',3.0,2.0,49,Ship,"Dopo aver raggiunto Malta l 11 settembre, la nave venne internata ad Alessandria d Egitto."
301,304880,0.35000000000000003,3.5,1.3,-0.6,'5','2',5.0,2.0,50,SoccerPlayer,"Conclusa la carriera di calciatore, ha intrapreso quella di allenatore nelle categorie dilettantistiche lombarde."
302,305457,-0.15000000000000002,3.0,1.3,-1.6,'5','1',5.0,1.0,50,SoccerPlayer,Questa pagina raccoglie i dati riguardanti il Vålerenga Fotball nelle competizioni ufficiali della stagione 1999.
303,300996,-1.6500000000000001,1.5,-2.7,-0.6,'1','2',1.0,2.0,50,SoccerPlayer,"Tornato in Inghilterra, Musgrove diviene dal 1981 al 1984 l'allenatore dell'Exeter City."
304,301955,0.35,3.5,0.3,0.4,'4','3',4.0,3.0,50,SoccerPlayer,"Giocò con il Castilla, la squadra filiale del Real Madrid, dal 1974 al 1980."
305,302671,0.35,3.5,-0.7,1.4,'3','4',3.0,4.0,50,SoccerPlayer,"Viene convocato per gli Europei 2016 in Francia, in sostituzione dell'infortunato Alan Dzagoev."
306,303510,0.35000000000000003,3.5,1.3,-0.6,'5','2',5.0,2.0,50,SoccerPlayer,Poi Giuseppe Viani lo fa esordire in Serie A il 20 marzo 1960 in Udinese-Milan.
307,301080,0.35000000000000003,3.5,1.3,-0.6,'5','2',5.0,2.0,50,SoccerPlayer,"Tentò così l'esperienza in Europa, ma non superò un provino sostenuto con il Sunderland."
308,309335,-0.15,3.0,0.3,-0.6,'4','2',4.0,2.0,51,Software,MariaDB si compila sia su processori a 32 bit sia su processori a 64.
309,310422,0.35,3.5,-0.7,1.4,'3','4',3.0,4.0,51,Software,Questo sistema di plug-in è alla base di tutti i moderni software del genere.
310,307370,0.35,3.5,-1.7,2.4,'2','5',2.0,5.0,51,Software,MTRG fa uso del protocollo SNMP per inviare due identificatori di oggetto a un dispositivo.
311,309124,0.8500000000000001,4.0,1.3,0.4,'5','3',5.0,3.0,51,Software,Varie librerie sono state costruite sopra OpenGL per fornire funzionalità non disponibili in OpenGL stesso
312,308313,-0.6499999999999999,2.5,-0.7,-0.6,'3','2',3.0,2.0,51,Software,"Se dovessero sorgere problemi, VirtualBox ha un ricompilatore dinamico, come gli altri software di virtualizzazione."
313,311874,-0.6499999999999999,2.5,-1.7,0.4,'2','3',2.0,3.0,51,Software,Il motore di Nessus 2 e una piccola quantità di plugin sono ancora GPL.
314,313573,-0.15,3.0,0.3,-0.6,'4','2',4.0,2.0,52,Song,"In virtù di questo fatto, la canzone viene chiamata abitualmente Sappy per evitare confusione."
315,316656,0.35,3.5,-1.7,2.4,'2','5',2.0,5.0,52,Song,"Come lato B, il brano è arrivato alla 53a posizione di Billboard Hot 100."
316,312983,0.35000000000000003,3.5,1.3,-0.6,'5','2',5.0,2.0,52,Song,"Elton si cimenta a raggiungere note abbastanza alte, in special modo durante il ritornello."
317,313679,0.8500000000000001,4.0,1.3,0.4,'5','3',5.0,3.0,52,Song,Queste tornano poi udibili a partire dal minuto 437 fino alla chiusura del brano.
318,319314,-0.15000000000000002,3.0,-1.7,1.4,'2','4',2.0,4.0,53,Species,"La famiglia ricorda i ragni appartenenti a quella, tuttora esistente, dei Leptonetidae e degli Ochyroceratidae."
319,323775,-0.14999999999999997,3.0,-0.7,0.4,'3','3',3.0,3.0,53,Species,"In particolare, il Darwinopterus robustidens sembra essere stato uno specialista nel cibarsi di coleotteri."
