cluster_ids,ids,scaled_scores,unscaled_scores,s2_score_scaled,s4_score_scaled,s2_score,s4_score,s2_unscaled_score,s4_unscaled_score,category_id,category_name,sentences
169,159175,-0.645,1.0,-0.92,-0.37,'1','1',1,1,26,IceHockeyPlayer,"È nipote di un altro giocatore simbolo dell hockey su ghiaccio milanese, Giancarlo Agazzi."
170,157009,0.35500000000000004,2.0,1.08,-0.37,'3','1',3,1,26,IceHockeyPlayer,Con la Repubblica Ceca Straka vinse anche il campionato mondiale del 2005 giocato in Austria.
171,159721,1.855,3.5,0.08,3.63,'2','5',2,5,26,IceHockeyPlayer,Louis Blues ma giocò per diversi mesi in AHL nel farm team dei Providence Reds.
172,166000,-0.645,1.0,-0.92,-0.37,'1','1',1,1,27,Island,Il terreno dell'isola è mediamente collinoso con numerose strade fangose e tratturi per pecore.
173,162842,1.855,3.5,0.08,3.63,'2','5',2,5,27,Island,Prendono il nome dal navigatore portoghese Pedro Mascarenhas che per primo scoprì Riunione nel 1513.
174,167481,-0.645,1.0,-0.92,-0.37,'1','1',1,1,27,Island,"Dalla più settentrionale alla più meridionale, storicamente le isole dei Pinguini sono le seguenti"
175,165557,-0.645,1.0,-0.92,-0.37,'1','1',1,1,27,Island,"A causa del terreno desertico, non c'è alcun tipo di piante e di vegetazione."
176,162645,-0.645,1.0,-0.92,-0.37,'1','1',1,1,27,Island,Sulla costa occidentale si trovano i resti di un antica torre di difesa araba.
177,170891,-0.645,1.0,-0.92,-0.37,'1','1',1,1,28,Language,In giapponese il caso dei sostantivi è sempre espresso attraverso la posposizione di particelle.
178,168213,-0.14500000000000002,1.5,-0.92,0.63,'1','2',1,2,28,Language,"È inoltre ufficiale, a livello regionale o comunale, in alcune aree di Croazia e Slovenia."
179,170132,0.855,2.5,2.08,-0.37,'4','1',4,1,28,Language,Il mandaico o mandeo è essenzialmente l'aramaico babilonese medio scritto in un altro sistema.
180,168155,-0.645,1.0,-0.92,-0.37,'1','1',1,1,28,Language,I verbi possono anche diventare aggettivi il participio presente si forma aggiungendo -nte al verbo.
181,173789,-0.145,1.5,0.08,-0.37,'2','1',2,1,28,Language,"La lingua lingala o mangala, è una lingua bantu parlata nella Repubblica Democratica del Congo."
182,169352,-0.145,1.5,0.08,-0.37,'2','1',2,1,28,Language,Contemporaneamente il Goguryeo può essere considerato la prova dell'appartenenza del coreano alle lingue altaiche.
183,175416,-0.145,1.5,0.08,-0.37,'2','1',2,1,29,MetroStation,"Alexanderplatz è una stazione della metropolitana di Berlino, sulle linee U2, U5 e U8."
184,174370,-0.645,1.0,-0.92,-0.37,'1','1',1,1,29,MetroStation,"Avenue U è una fermata della metropolitana di New York, situata sulla linea BMT Brighton."
185,174202,-0.645,1.0,-0.92,-0.37,'1','1',1,1,29,MetroStation,"È stata inaugurata il 15 giugno 1991, ed è stata capolinea fino al 1997."
186,179921,0.35500000000000004,2.0,1.08,-0.37,'3','1',3,1,29,MetroStation,"Tiburtina è una stazione della Linea B della Metropolitana di Roma, situata nel quartiere Pietralata."
187,177529,-0.145,1.5,0.08,-0.37,'2','1',2,1,29,MetroStation,"Bowery è una fermata della metropolitana di New York, situata sulla linea BMT Nassau Street."
188,175255,-0.145,1.5,0.08,-0.37,'2','1',2,1,29,MetroStation,"Broadway è una fermata della metropolitana di New York, situata sulla linea BMT Astoria."
189,178663,-0.645,1.0,-0.92,-0.37,'1','1',1,1,29,MetroStation,"Milo è una stazione sotterranea della metropolitana di Catania, nel tratto tra Borgo e Nesima."
190,183770,-0.645,1.0,-0.92,-0.37,'1','1',1,1,30,MilitaryConflict,"Il primo ministro Thatcher nel dare la notizia alla stampa, disse Semplicemente gioite alla notizia!"
191,190058,-0.645,1.0,-0.92,-0.37,'1','1',1,1,31,MilitaryPerson,Suo fratello si distinse anche lui nei combattimenti e venne nominato capitano di vascello.
192,187628,-0.145,1.5,0.08,-0.37,'2','1',2,1,31,MilitaryPerson,Il suo successivo spostamento avvenuto il 10 novembre 1916 lo vedrà membro della Jagdstaffel 11.
193,190211,-0.145,1.5,0.08,-0.37,'2','1',2,1,31,MilitaryPerson,"Fu giustiziato per impiccagione il 13 settembre 1946 a Cracovia, vicino al campo di Płaszów."
194,191733,-0.14500000000000002,1.5,-0.92,0.63,'1','2',1,2,31,MilitaryPerson,Nel 1933 viene promosso Capitano passando in servizio presso il 12o Stormo Bombardamento Terrestre.
195,190612,-0.645,1.0,-0.92,-0.37,'1','1',1,1,31,MilitaryPerson,Dopo la fine delle guerre di liberazione fu inviato in molte missioni diplomatiche all'estero.
196,192903,0.855,2.5,-0.92,2.63,'1','4',1,4,32,MilitaryUnit,Con il 2o Reggimento genio guastatori alpino è uno dei due reggimenti guastatori alpini.
197,194997,-0.145,1.5,0.08,-0.37,'2','1',2,1,32,MilitaryUnit,"Nel 1449 si ribellarono per la prima volta, chiedendo e ottenendo paghe più alte."
198,196530,0.855,2.5,-0.92,2.63,'1','4',1,4,32,MilitaryUnit,"Di conseguenza, un altro disegno di legge è stata adottata il 24 marzo 1908."
199,200544,0.855,2.5,2.08,-0.37,'4','1',4,1,33,Mineral,"Il minerale è stato trovato nella pegmatite di Skogböle, nella regione di Kimito in Finlandia."
200,202068,0.855,2.5,2.08,-0.37,'4','1',4,1,33,Mineral,La ferri-katophorite è stata trovata sotto forma di cristalli prismatici lunghi fino a 7 mm.
201,202018,1.855,3.5,1.08,2.63,'3','4',3,4,33,Mineral,L'origine della carpathite ha a che fare con la catalisi di minerali di mercurio.
202,199623,1.355,3.0,2.08,0.63,'4','2',4,2,33,Mineral,La potassic-magnesio-hastingsite è stata scoperta sotto forma di cristalli prismatici lunghi fino a 2–3cm.
203,201966,0.855,2.5,2.08,-0.37,'4','1',4,1,33,Mineral,"La langite è un minerale, solfato basico e idrato di rame appartenente al gruppo omonimo."
204,203153,1.355,3.0,3.08,-0.37,'5','1',5,1,33,Mineral,La Canfieldite è una raro minerale con formula AgSnS appartenente al gruppo dell'argirodite.
205,198358,1.855,3.5,0.08,3.63,'2','5',2,5,33,Mineral,Solubile in acido cloridrico; in tubo chiuso dà HO e assume una colorazione giallo intensa.
206,203135,1.355,3.0,3.08,-0.37,'5','1',5,1,33,Mineral,"La farmacolite è un minerale, un arseniato acido idrato di calcio appartenente al gruppo omonimo."
207,201546,0.855,2.5,2.08,-0.37,'4','1',4,1,33,Mineral,"In questo ambiente, oltre alla zugshunstite-, sono state scoperte anche la coskrenite- e la levinsonite-."
208,206883,-0.145,1.5,0.08,-0.37,'2','1',2,1,34,Monarch,"Pataliputra continuò ad essere la capitale principale, ma Ujjain divenne una sorta di seconda capitale."
209,204598,-0.645,1.0,-0.92,-0.37,'1','1',1,1,34,Monarch,"Il re morì il 31 luglio 1750, dopo più di quaranta anni di governo."
210,209807,-0.645,1.0,-0.92,-0.37,'1','1',1,1,34,Monarch,"La pace tornò agli inizi del 1620, ma la tensione si trascinò negli anni successivi."
211,208512,-0.645,1.0,-0.92,-0.37,'1','1',1,1,34,Monarch,Pio Franchi de Cavalieri nacque a Veroli da nobile famiglia romano-verolana il 31 agosto 1869.
212,205505,-0.645,1.0,-0.92,-0.37,'1','1',1,1,34,Monarch,"Morì di leucemia nella capitale egiziana nell'autunno del 1988, all'età di 67 anni."
213,207592,-0.645,1.0,-0.92,-0.37,'1','1',1,1,34,Monarch,"Per tali motivi, dopo aver generato un figlio ed erede, i coniugi si allontanarono."
214,213636,-0.145,1.5,0.08,-0.37,'2','1',2,1,35,MotorcycleRider,"Nel 1971 ottenne la sua prima vittoria iridata, in occasione del GP di Spagna."
215,214439,0.35500000000000004,2.0,1.08,-0.37,'3','1',3,1,35,MotorcycleRider,Nel 2010 si è classificato al quinto posto del Lucas Oil'AMA PRO Motocross Championship.
216,212005,-0.145,1.5,0.08,-0.37,'2','1',2,1,35,MotorcycleRider,"Al termine della gara disputata su una Kawasaki, si è classificato in 11a posizione."
217,213983,-0.145,1.5,0.08,-0.37,'2','1',2,1,35,MotorcycleRider,Dal 2012 ha ricoperto la carica di direttore sportivo del team Puccetti Racing Kawasaki.
218,212188,0.35500000000000004,2.0,1.08,-0.37,'3','1',3,1,35,MotorcycleRider,Nel 1987 il miglior risultato è un settimo posto nel gran premio di Monza.
219,210266,0.35500000000000004,2.0,1.08,-0.37,'3','1',3,1,35,MotorcycleRider,"Negli ultimi anni di partecipazione ha però guidato anche mezzi di Honda, Yamaha e Aprilia."
220,215113,0.35500000000000004,2.0,1.08,-0.37,'3','1',3,1,35,MotorcycleRider,Il suo posto viene preso dall'australiano Troy Bayliss proveniente dal campionato AMA Superbike.
221,213614,-0.145,1.5,0.08,-0.37,'2','1',2,1,35,MotorcycleRider,Nel motomondiale si è laureato campione del mondo per 3 stagioni consecutive nella classe 50.
222,217321,-0.645,1.0,-0.92,-0.37,'1','1',1,1,36,Mountain,In un documento del 1062 è citata per la prima volta la Petra de Bismanto.
223,218487,-0.645,1.0,-0.92,-0.37,'1','1',1,1,36,Mountain,Inoltre a Ronco Scrivia è stata istituita una commissione ambiente che ha dato parere favorevole.
224,219613,-0.645,1.0,-0.92,-0.37,'1','1',1,1,36,Mountain,Ai piedi del monte vi è l'ex rifugio Melano conosciuto oggi come Casa Canada.
225,220003,-0.145,1.5,0.08,-0.37,'2','1',2,1,36,Mountain,"Inoltre appartiene anche al più grande Dolomiti Superski, il più esteso carosello sciistico d Europa."
226,218162,-0.645,1.0,-0.92,-0.37,'1','1',1,1,36,Mountain,La sola eruzione della quale si abbia notizia in epoca storica avvenne nel 1961.
227,217199,-0.645,1.0,-0.92,-0.37,'1','1',1,1,36,Mountain,La Becca Rayette è una montagna delle Alpi del Grand Combin nelle Alpi Pennine.
228,221736,-0.145,1.5,0.08,-0.37,'2','1',2,1,36,Mountain,"Dopo la Grande Guerra, l'alpinismo si avvia all'epoca eroica del sesto grado."
229,227062,0.355,2.0,0.08,0.63,'2','2',2,2,37,Museum,"Il Museo Doria nasce da un idea e sotto gli auspici, specialmente finanziari, del fondatore."
230,224892,0.355,2.0,0.08,0.63,'2','2',2,2,37,Museum,"Nello stesso convento è ospitato anche il Museo civico Aufidenate, museo a carattere archeologico."
231,223074,-0.645,1.0,-0.92,-0.37,'1','1',1,1,37,Museum,"Le dimensioni della tela, comunque, la vorrebbero più proveniente dall'altare di una piccola cappella."
232,226110,0.35500000000000004,2.0,1.08,-0.37,'3','1',3,1,37,Museum,"Un altro modello unico presente, è il carro armato Obyekt 279, sviluppato nel 1957."
233,228602,0.3549999999999999,2.0,-0.92,1.63,'1','3',1,3,38,MusicalArtist,Hite Morgan si mostrò disponibile e disse ai Pendletones di richiamarlo quando fosse finita.
234,230217,1.855,3.5,0.08,3.63,'2','5',2,5,38,MusicalArtist,"Amici di vecchia data, Townshend ed Entwistle formarono nel 1962 un gruppo Dixieland, The Confederates."
235,230299,-0.145,1.5,0.08,-0.37,'2','1',2,1,38,MusicalArtist,Nello stesso anno si esibiscono come pop rock band alla Casa Verdi di Milano.
236,228445,2.855,4.5,2.08,3.63,'4','5',4,5,38,MusicalArtist,"Lo stesso Burns si è dichiarato disgustato dall'operazione, e si dice abbia detto"
237,233426,0.355,2.0,0.08,0.63,'2','2',2,2,38,MusicalArtist,"Inizialmente scettica, Tila poi accetta l'offerta di collaborazione e si trasferisce a West Hollywood."
238,231120,-0.645,1.0,-0.92,-0.37,'1','1',1,1,38,MusicalArtist,"La band ha pubblicato il loro secondo album, Animal'Attraction, il 5 ottobre 2011."
239,233266,-0.145,1.5,0.08,-0.37,'2','1',2,1,38,MusicalArtist,Nel 2013 escono altri due singoli firmati Ego Wild Child e Over my head.
240,230645,0.35500000000000004,2.0,1.08,-0.37,'3','1',3,1,38,MusicalArtist,"I The Spaceshits, come i Powersquats, erano molto conosciuti per le loro violente esibizioni."
241,229328,-0.645,1.0,-0.92,-0.37,'1','1',1,1,38,MusicalArtist,"Dall'album vennero estratti due singoli per il mercato britannico, Absolut e Kiss Like Ether."
242,234558,1.855,3.5,1.08,2.63,'3','4',3,4,39,MusicGenre,HCM è uno dei più rispettati dj che suonano puro suono Terror vecchio stile.
243,239508,0.35500000000000004,2.0,1.08,-0.37,'3','1',3,1,39,MusicGenre,"In alcuni sottogeneri dell hip hop, un rapping a battiti lenti è spesso ritenuto fondamentale."
244,239687,-0.645,1.0,-0.92,-0.37,'1','1',1,1,39,MusicGenre,L'industrial rock degli anni ottanta pose i presupposti per lo sviluppo dell'industrial metal.
245,236532,-0.145,1.5,0.08,-0.37,'2','1',2,1,39,MusicGenre,"Sembra che l'origine del bolero si debba ricercare nella contradanza, ballo del Settecento."
246,235205,-0.145,1.5,0.08,-0.37,'2','1',2,1,39,MusicGenre,Pochi gruppi sono anche conosciuti per inglobare stili di generi estranei all heavy metal.
247,239906,-0.145,1.5,0.08,-0.37,'2','1',2,1,39,MusicGenre,"Tra questi, ci sono i Subway to Sally, i Morgenstern e i Letzte Instanz."
248,241723,-0.645,1.0,-0.92,-0.37,'1','1',1,1,40,Newspaper,"Successivamente, i rilevanti costi di gestione impongono il termine dell'esperimento a fine luglio."
249,240842,-0.145,1.5,0.08,-0.37,'2','1',2,1,40,Newspaper,"l'Unità è stato un quotidiano italiano, fondato il 12 febbraio 1924 da Antonio Gramsci."
250,242438,-0.645,1.0,-0.92,-0.37,'1','1',1,1,40,Newspaper,"Rilevò una testata che aveva chiuso in febbraio, e ne fece un quotidiano politico."
251,244405,0.35500000000000004,2.0,1.08,-0.37,'3','1',3,1,40,Newspaper,"Dal 2008 la rivista ha anche una sua trasmissione radiofonica, Onde selvagge, su Radiopopolare Roma."
252,248792,1.855,3.5,0.08,3.63,'2','5',2,5,41,Politician,"all 11 dicembre 2003, quando è decaduto a seguito di un ricorso per ineleggibilità."
253,246495,-0.645,1.0,-0.92,-0.37,'1','1',1,1,41,Politician,"Sposò, il 22 gennaio 1614, Ana Enríquez de Cabrera, figlia di Luis Enríquez de Cabrera."
254,246213,-0.645,1.0,-0.92,-0.37,'1','1',1,1,41,Politician,"Di origini italoamericane, LoBiondo lavorò per ventisei anni in un azienda a conduzione familiare."
255,249346,-0.145,1.5,0.08,-0.37,'2','1',2,1,41,Politician,Presto gli studi e l’impegno politico hanno avuto convergenza nell’interesse per le politiche di welfare.
256,247643,-0.645,1.0,-0.92,-0.37,'1','1',1,1,41,Politician,"Così, l 8 ottobre 1835 i due si sposarono Raffaella aveva appena diciassette anni."
257,251718,0.35500000000000004,2.0,1.08,-0.37,'3','1',3,1,41,Politician,"Il procedimento penale si concluse solo nel febbraio 1998, comportando la prescrizione del reato."
258,254686,-0.645,1.0,-0.92,-0.37,'1','1',1,1,42,PopulatedPlace,"Wayne è una contea dell'area sud-orientale dello Stato del Michigan, negli Stati Uniti."
259,252410,-0.645,1.0,-0.92,-0.37,'1','1',1,1,42,PopulatedPlace,Il lago si trova all'interno della riserva naturale dei Laghi di Doberdò e Pietrarossa.
260,258437,0.35500000000000004,2.0,1.08,-0.37,'3','1',3,1,43,RacingDriver,Nel 1990 vince anche la 24 Ore di Daytona al volante della Jaguar XJR-12.
261,262116,-0.645,1.0,-0.92,-0.37,'1','1',1,1,43,RacingDriver,La squalifica di Prost gli permise comunque di ottenere il primo punto dell'anno.
262,268734,-0.145,1.5,0.08,-0.37,'2','1',2,1,44,RailwayStation,Nel 2002 la stazione risultava impresenziata insieme ad altri 25 impianti situati sulla linea.
263,265633,-0.645,1.0,-0.92,-0.37,'1','1',1,1,44,RailwayStation,La stazione di Ornavasso è una fermata ferroviaria situata nell'omonimo comune in Piemonte.
264,268083,0.35500000000000004,2.0,1.08,-0.37,'3','1',3,1,44,RailwayStation,Al 2002 la stazione risultava presenziata mentre complessivamente 5 erano gli impianti impresenziati sulla linea.
265,266458,-0.145,1.5,0.08,-0.37,'2','1',2,1,44,RailwayStation,La stazione di Gela Anic è una fermata ferroviaria posta sulla linea Caltanissetta Xirbi-Gela-Siracusa.
266,265242,-0.145,1.5,0.08,-0.37,'2','1',2,1,44,RailwayStation,"La stazione di Codevilla, posta lungo la ferrovia Voghera-Varzi, serviva il comune di Codevilla."
267,269908,-0.645,1.0,-0.92,-0.37,'1','1',1,1,44,RailwayStation,La stazione di Due Maestà era una fermata ferroviaria posta sulla linea Reggio Emilia-Sassuolo.
268,267263,-0.645,1.0,-0.92,-0.37,'1','1',1,1,44,RailwayStation,Nel 1883 Annemasse venne collegata a La Roche-sur-Foron e l'anno dopo a Annecy.
269,265361,0.35500000000000004,2.0,1.08,-0.37,'3','1',3,1,44,RailwayStation,La stazione di Horsens è una stazione ferroviaria a servizio dell'omonima città danese.
270,266317,-0.645,1.0,-0.92,-0.37,'1','1',1,1,44,RailwayStation,La stazione è costituita da 2 binari passanti in superficie con due marciapiedi laterali.
271,274401,-0.645,1.0,-0.92,-0.37,'1','1',1,1,45,ReligiousBuilding,"Qui vennero ospitati, tra gli altri, Pietro Aretino, Giovanni Della Casa e Gaspara Stampa."
272,272576,-0.145,1.5,0.08,-0.37,'2','1',2,1,45,ReligiousBuilding,"Grazie ai frati agostiniani, il culto della Madonna del Soccorso si estese in tutta Italia."
273,271488,0.35500000000000004,2.0,1.08,-0.37,'3','1',3,1,45,ReligiousBuilding,"Dopo la nuova occupazione musulmana, tornò ad essere cattedrale nel 1227, con l'intitolazione attuale."
274,274425,-0.145,1.5,0.08,-0.37,'2','1',2,1,45,ReligiousBuilding,"Su di essa insiste l'omonima parrocchia, affidata al clero diocesano dell'arcidiocesi di Firenze."
275,272358,-0.645,1.0,-0.92,-0.37,'1','1',1,1,45,ReligiousBuilding,"Ad eccezione del prospetto parallelo al portico, con pietra a vista, esso è interamente intonacato."
276,280875,0.35500000000000004,2.0,1.08,-0.37,'3','1',3,1,46,River,"La Tanlova è un fiume della Russia siberiana nordoccidentale, affluente di destra del Nadym."
277,281548,-0.145,1.5,0.08,-0.37,'2','1',2,1,46,River,"La Moma è un fiume della Russia siberiana nordorientale, affluente di destra della Indigirka."
278,278818,-0.645,1.0,-0.92,-0.37,'1','1',1,1,46,River,"Inoltre, il flusso varia su base stagionale a seconda del fabbisogno delle utenze agricole."
279,281103,-0.145,1.5,0.08,-0.37,'2','1',2,1,46,River,"Il Turuchan è un fiume della Russia siberiana nordoccidentale, affluente di sinistra dello Enisej."
280,277094,0.855,2.5,2.08,-0.37,'4','1',4,1,46,River,"Fra i principali affluenti sono Kulynigol, Sabun, Kolikegan da destra, Bol šoj Megtygegan da sinistra."
281,278332,3.355,5.0,3.08,3.63,'5','5',5,5,46,River,Questi – come anche i successivi laghi – appartengono alla piana dei laghi del Meclemburgo.
282,279713,-0.145,1.5,0.08,-0.37,'2','1',2,1,46,River,"La Čepca è un fiume della Russia europea nordorientale, affluente di sinistra della Vjatka."
283,280075,-0.145,1.5,0.08,-0.37,'2','1',2,1,46,River,"La Tara è un fiume della Russia siberiana occidentale, affluente di destra dell'Irtyš."
284,278214,-0.645,1.0,-0.92,-0.37,'1','1',1,1,46,River,"Il Borulach è un fiume della Russia siberiana nordoccidentale, affluente di sinistra dell'Amga."
285,286741,-0.645,1.0,-0.92,-0.37,'1','1',1,1,47,Road,La route nationale 77 in Francia è una strada che collega Auxerre a Troyes.
286,284647,-0.145,1.5,0.08,-0.37,'2','1',2,1,47,Road,Solamente nel 1984 l'autostrada A22 riuscì ad avere il suo primo utile di esercizio.
287,282085,1.855,3.5,0.08,3.63,'2','5',2,5,47,Road,Lungo questa strada vicino alla città di Casper il dirupo Hell s Half Acre.
288,282058,-0.145,1.5,0.08,-0.37,'2','1',2,1,47,Road,A questa diramazione la concessionaria ATIVA ha assegnato il soprannome di autostrada del Pinerolese.
289,282504,0.35500000000000004,2.0,1.08,-0.37,'3','1',3,1,47,Road,La strada statale 106 var/C Variante di Nova Siri è una strada statale italiana.
290,286548,-0.645,1.0,-0.92,-0.37,'1','1',1,1,47,Road,La strada provinciale 23 della Principessa è una strada extraurbana nella provincia di Livorno.
291,286864,-0.145,1.5,0.08,-0.37,'2','1',2,1,47,Road,Dopo qualche chilometro sulla destra vi è un bivio con la strada per Niccioleta.
292,288350,-0.645,1.0,-0.92,-0.37,'1','1',1,1,48,Saint,"Ciò spinse Gelasio II ad andare ancora una volta in esilio, questa volta a Benevento."
293,292766,-0.145,1.5,0.08,-0.37,'2','1',2,1,48,Saint,Il ritrovamento del corpo calmò gli ardenti bollori e mise fine alla Guerra dell'Anello.
294,299963,0.35500000000000004,2.0,1.08,-0.37,'3','1',3,1,49,Ship,Nel marzo 1918 assunse il comando del sommergibile il tenente di vascello Mario Viotti.
295,299004,-0.645,1.0,-0.92,-0.37,'1','1',1,1,49,Ship,"Inviato in seguito nell'oceano Pacifico, attraccò a Pearl Harbor il 14 aprile 1940."
296,294635,-0.645,1.0,-0.92,-0.37,'1','1',1,1,49,Ship,Verso la metà degli anni 90 l'unità venne cancellata dal Lloyd s Register.
297,303691,-0.145,1.5,0.08,-0.37,'2','1',2,1,50,SoccerPlayer,"Debutta il 17 agosto 2014, nella partita persa 4-1 contro il Bordeaux al Chaban-Delmas."
298,301290,-0.645,1.0,-0.92,-0.37,'1','1',1,1,50,SoccerPlayer,Nella stagione 2008-2009 passa prima in prestito al Nottingham Forest e poi al Middlesbrough.
299,301955,0.855,2.5,0.08,1.63,'2','3',2,3,50,SoccerPlayer,"Giocò con il Castilla, la squadra filiale del Real Madrid, dal 1974 al 1980."
300,305423,-0.145,1.5,0.08,-0.37,'2','1',2,1,50,SoccerPlayer,Nella stagione 2009-2010 passa in prestito al Peñarol'e in quella seguente all'Iraklis.
301,306097,0.35500000000000004,2.0,1.08,-0.37,'3','1',3,1,51,Software,È stato scritto nel linguaggio di programmazione Processing ed è distribuito sotto licenza GNU GPL.
302,307405,0.35500000000000004,2.0,1.08,-0.37,'3','1',3,1,51,Software,La riga 1 richiama la libreria pygame.py la riga 2 inizializza tutti i moduli.
303,308443,0.855,2.5,0.08,1.63,'2','3',2,3,51,Software,Utility Disco è un utility sviluppata dalla Apple Inc. per il sistema operativo macOS.
304,309308,-0.145,1.5,0.08,-0.37,'2','1',2,1,51,Software,MacPaint è stato il primo programma per disegnare basato su interfaccia grafica disponibile su Macintosh.
305,309461,-0.145,1.5,0.08,-0.37,'2','1',2,1,51,Software,Include tools di gestione a riga di comando ed una GUI per le query.
306,308704,-0.645,1.0,-0.92,-0.37,'1','1',1,1,51,Software,Dal mese di dicembre del 2011 il sito del browser non è più disponibile.
307,309766,-0.145,1.5,0.08,-0.37,'2','1',2,1,51,Software,"Synthesia inizia il suo debutto nel 29 dicembre del 2006, con il nome Piano Hero."
308,314183,-0.645,1.0,-0.92,-0.37,'1','1',1,1,52,Song,"Viene respinto più volte e, alla fine, si siede da solo su un altalena."
309,316005,1.355,3.0,3.08,-0.37,'5','1',5,1,52,Song,"Il brano è anche una nenia locale Comet, it makes your teeth so green."
310,317819,2.355,4.0,1.08,3.63,'3','5',3,5,52,Song,"Tra i cantante e/o gruppi che hanno inciso il brano, figurano, tra l'altro"
311,313032,0.855,2.5,1.08,0.63,'3','2',3,2,52,Song,La lettera dell FBI non fece altro che pubblicizzare ulteriormente la famigerata fama della traccia.
312,317488,-0.645,1.0,-0.92,-0.37,'1','1',1,1,52,Song,God Save the Queen è il brano tradizionalmente utilizzato come inno nazionale del Regno Unito.
313,316766,-0.145,1.5,0.08,-0.37,'2','1',2,1,52,Song,"Il brano, sebbene composto interamente da Paul McCartney, è accreditato alla coppia John Lennon/Paul McCartney."
314,322857,-0.145,1.5,0.08,-0.37,'2','1',2,1,53,Species,"Essendo molto nutriente, l'avena integrale è ideale nelle convalescenze e durante l'allattamento."
315,320985,1.855,3.5,2.08,1.63,'4','3',4,3,53,Species,"In questo lo dsungariptero assomigliava moltissimo ad altri pterosauri più noti, come lo pterodattilo."
316,320685,0.855,2.5,2.08,-0.37,'4','1',4,1,53,Species,"Le parti superiori variano dal giallo-grigiastro al color ocra, mentre quelle ventrali sono bianche."
317,319568,-0.645,1.0,-0.92,-0.37,'1','1',1,1,53,Species,La struttura interna della tribù non è ancora definita in modo univoco e sicuro.
318,329368,-0.645,1.0,-0.92,-0.37,'1','1',1,1,54,SportFacility,"Lo stadio olimpico di Baku è uno stadio situato a Baku, capitale dell'Azerbaigian."
319,326933,-0.645,1.0,-0.92,-0.37,'1','1',1,1,54,SportFacility,"Grazie alla sua capacità di 150.000 posti, è lo stadio più grande del mondo."
320,329406,0.855,2.5,1.08,0.63,'3','2',3,2,54,SportFacility,È composto da tre sale uguali e da un palazzetto di atletica leggera al coperto.
321,325207,-0.645,1.0,-0.92,-0.37,'1','1',1,1,54,SportFacility,"Nel 2003 sono cominciati i lavori di risanamento, svolti con l'aiuto di giovani disoccupati."
322,326971,-0.145,1.5,0.08,-0.37,'2','1',2,1,54,SportFacility,"La Šiaulių Arena è un palazzo dello sport che ha sede a Šiauliai, in Lituania."
323,324246,0.35500000000000004,2.0,1.08,-0.37,'3','1',3,1,54,SportFacility,"Nel suo interno gli spogliatoi, al suo esterno, integrate con il pubblico, le panchine."
324,329130,-0.645,1.0,-0.92,-0.37,'1','1',1,1,54,SportFacility,Nello stadio Arechi sono state disputate tre partite della Nazionale di calcio dell'Italia
325,326033,-0.645,1.0,-0.92,-0.37,'1','1',1,1,54,SportFacility,"Il Kenilworth Road è uno stadio di calcio a Luton, nel Bedfordshire, in Inghilterra."
326,329186,-0.645,1.0,-0.92,-0.37,'1','1',1,1,54,SportFacility,"Il Tolka Park è uno stadio irlandese, situato sull'omonimo fiume vicino a Dublino."
327,328482,-0.145,1.5,0.08,-0.37,'2','1',2,1,54,SportFacility,Il Barclays Center è un palazzetto dello sport di New York nel quartiere di Brooklyn.
328,332504,0.855,2.5,1.08,0.63,'3','2',3,2,55,SportsSeason,Questa voce raccoglie le informazioni riguardanti l'Ischia Isolaverde nelle competizioni ufficiali della stagione 1992-1993.
329,335598,0.35500000000000004,2.0,1.08,-0.37,'3','1',3,1,55,SportsSeason,Questa voce raccoglie le informazioni riguardanti il LOSC Lille nelle competizioni ufficiali della stagione 2013-2014.
330,332197,-0.645,1.0,-0.92,-0.37,'1','1',1,1,55,SportsSeason,Questa pagina raccoglie le informazioni riguardanti il Rimini Calcio nelle competizioni ufficiali della stagione 1993-1994.
331,332264,0.35500000000000004,2.0,1.08,-0.37,'3','1',3,1,55,SportsSeason,La stagione 2015-2016 dei Boston Celtics fu la 70a nella NBA per la franchigia.
332,335676,-0.145,1.5,0.08,-0.37,'2','1',2,1,55,SportsSeason,Questa voce raccoglie le informazioni riguardanti del Cosenza Calcio nelle competizioni ufficiali della stagione 2016-2017.
333,330104,-0.645,1.0,-0.92,-0.37,'1','1',1,1,55,SportsSeason,Questa pagina raccoglie le informazioni riguardanti il Mestre Calcio nelle competizioni ufficiali della stagione 2000-2001.
334,332137,0.35500000000000004,2.0,1.08,-0.37,'3','1',3,1,55,SportsSeason,Questa pagina raccoglie le informazioni riguardanti il Giarre Calcio nelle competizioni ufficiali della stagione 1988-1989.
335,341200,-0.645,1.0,-0.92,-0.37,'1','1',1,1,56,SportsTeam,La nazionale ceca si è qualificata per i Giochi nell'ultimo torneo di qualificazione olimpica.
336,337824,-0.645,1.0,-0.92,-0.37,'1','1',1,1,56,SportsTeam,La nazionale egiziana si è qualificata per i Giochi vincendo il torneo preolimpico africano.
337,339327,-0.645,1.0,-0.92,-0.37,'1','1',1,1,56,SportsTeam,Si tratta della rappresentativa più numerosa mai inviata da questo paese ai Giochi olimpici.
338,340711,-0.145,1.5,0.08,-0.37,'2','1',2,1,56,SportsTeam,"Il Comitato Olimpico Monegasco, fondato nel 1907, è stato ammesso al CIO nel 1953."
