sentences,cluster_ids,ids,wait_start,trial_sent_start,response,response_time
"'I primi due film TV sono stati trasmessi dalla NBC, il terzo dalla CBS.'",354,348182,1222.568827,1224.000007,'5',1.096884798
'Nei giorni seguenti Rosberg si scusò pubblicamente con Hamilton prendendosi la responsabilità per la collisione.',266,263629,1229.017082,1230.000004,'5',0.493333943
"'Se il suo pendant, l''Aurora è nell''atto di svegliarsi, il Crepuscolo dovrebbe coricarsi.'",21,25271,1234.667355,1236.000005,'1',1.233296984
"'GO Andromedae è una stella variabile di magnitudine 6,12 situata nella costellazione di Andromeda.'",70,70585,1241.000839,1242.000005,'2',0.423395579
'Con decreto del 12 novembre 1976 al battaglione fu assegnata la Bandiera di Guerra.',191,197578,1246.501929,1248.000005,'4',1.151331546
'Il XIV SS-Armeekorps fu un unità militare formata nel novembre del 1944 nell''Oberrhein.',193,197558,1253.18445,1254.000004,'2',0.799560991
'Il romanzo si svolge nell''arco degli ultimi sette giorni di gravidanza di Sara.',47,48769,1258.634118,1260.000006,'4',0.992206456
'Il territorio della diocesi si estende su 43.110km2 ed è suddiviso in 4 parrocchie.',114,117247,1264.806636,1266.000004,'5',0.603513893
"'In questo settore, come del resto in tanti altri, le privatizzazioni sono state limitate.'",87,91446,1270.634553,1272.000004,'5',1.237070794
'Aida è un cortometraggio muto del 1911 diretto da Oscar Apfel''e da J.',146,145516,1277.183757,1278.000005,'4',1.011250166
'Dopo pochi giorni rifiutò la promozione al cardinalato preferendo rimanere solo vescovo di Tropea.',61,65305,1282.769442,1284.000004,'4',1.147254605
"'La X300, inoltre, fu il primo modello XJ ad adottare i paraurti completamente in plastica.'",37,41916,1289.087288,1290.000006,'4',2.42509094
'Astrolove è un programma televisivo che fa parte del palinsesto di Real Time dal 2013.',359,354929,1296.535345,1296.535383,'5',0.743464002
"'Gareggiò poi nel Motomondiale, in varie classi fino al termine della stagione vittoriosa del 1955.'",215,213386,1301.46955,1302.000004,'5',0.931804314
"'C., riuscì ad impadronirsi di Argo, che si era ribellata all''arrivo delle truppe macedoni.'",254,246219,1307.100936,1308.000006,'4',2.075125111
"'In mancanza di eredi, gli successe come era facile prevedere, il fratello minore Leopoldo.'",202,208448,1313.999852,1314.00001,'5',0.758395387
'Il fiume ha una portata d acqua tra i 2 ed i 1500 m3/s.',283,279151,1318.729997,1320.000007,'5',1.44731661
'Nel 2014 lo stadio è stato ampliato in modo da contenere fino a spettatori.',326,325253,1325.466639,1326.000005,'1',1.57572326
'Nella settimana 8 fece registrare il primo intercetto stagionale nella vittoria sugli Atlanta Falcons.',17,21619,1331.5992,1332.000005,'3',1.068072901
"'Nel 2006, ad Atene, ha preso parte ai 3000m piani della Coppa del Mondo.'",32,33300,1337.000881,1338.000005,'3',1.429471349
'Specializzato nella farfalla ha partecipato alle Olimpiadi di Atlanta 1996 e di Sydney 2004.',346,347444,1343.367615,1344.000006,'4',1.180337638
'Il giovane re divenne succube del Phraya Kalahom e fu assassinato nell''agosto del 1629.',203,209601,1349.098211,1350.000006,'3',1.193033526
"'È possibile che condividesse l''habitat con altri grossi artropodi nuotatori, come Isoxys e Zhenghecaris.'",322,322798,1355.167223,1356.000006,'3',2.445290688
"'Il 24 marzo un convoglio entra nel campo, con la perdita dei cacciatorpediniere e.'",295,296646,1362.388603,1362.388643,'1',1.765617337
"'La diocesi comprende la città di Sebenico, dove si trova la cattedrale di San Giacomo.'",116,118574,1368.148666,1368.148719,'3',2.584731425
'L''etichetta è stata chiusa nel mese di febbraio del 2009 per problemi finanziari.',86,89720,1374.917433,1374.917471,'4',1.237381936
"'Professionista tra il 1926 ed il 1930, conta la vittoria di una Tre Valli Varesine.'",102,106903,1379.91762,1380.000006,'1',2.232524223
'Nell''ultimo numero c''è un Referendum sullo stato di salute della rivista stessa.',242,241542,1386.420173,1386.420216,'2',2.509225488
"'57 Ceti è una stella gigante rossa di magnitudine 5,46 situata nella costellazione della Balena.'",66,69371,1392.5172,1392.517247,'3',1.712422489
"'Si formò presso l''università di Padova, di cui in seguito fu anche Riformatore.'",62,60280,1398.384564,1398.384603,'3',2.928296534
"'Giovanni occupava il tempio ed i dintorni, compreso l''Ophel''e la valle del Cedron.'",180,180344,1405.051725,1405.051764,'1',1.977415333
'Notevole è l''apparato decorativo delle sei cappelle che si aprono sulla sinistra della chiesa.',275,273278,1410.798869,1410.798908,'5',2.619514354
"'In virtù di questo fatto, la canzone viene chiamata abitualmente Sappy per evitare confusione.'",314,313573,1417.365233,1417.365272,'4',1.020302321
"'Giocò con il Castilla, la squadra filiale del Real Madrid, dal 1974 al 1980.'",304,301955,1422.334903,1422.334942,'4',2.539225819
"'Presero il via da Compiègne 186 ciclisti, 92 di essi portarono a termine la gara.'",94,97941,1428.885606,1428.885652,'4',0.754178363
'Tale configurazione telaistica ha permesso l''ottenimento di un peso inferiore ai 950 kg.',33,40074,1433.763069,1434.000006,'3',1.289518052
'Nel luglio 2006 ha reso pubblico il suo fidanzamento con la cantante australiana Candice Alley.',342,343025,1439.044214,1440.000004,'5',1.79162756
"'Oltre all''inglese e al filippino, conosce anche l''italiano, lo spagnolo e il francese.'",59,60115,1445.95315,1446.000007,'5',0.796222501
"'Kysor, era in origine un hotel''e si trova al 430 di North Main Street.'",57,57855,1450.595641,1452.000005,'4',1.23251134
"'Secondo lo United States Census Bureau, ha un area totale di 1,00 miglia quadrate.'",257,256044,1457.145364,1458.000005,'3',1.155354726
"'Sull''altro versante, da Vienna si insisteva con Gyulai per una condotta più energica.'",177,182025,1463.111832,1464.000006,'2',1.398030148
"'Esse si ritirarono subito dopo, lo Yugiri trainando lo Shirakumo rimasto senza energia motrice.'",297,299168,1469.167377,1470.000007,'1',1.881261419
"'Nella stagione 2006-07 torna in Germania, con il Dürener Turnverein 1847, debuttando in 1.'",379,381238,1475.882309,1476.000004,'1',2.40148776
"'Sede vescovile è la città di Litom__ice, dove si trova la cattedrale di Santo Stefano.'",113,117120,1482.400845,1482.400883,'5',0.825264908
'A causa della gravissima ferita fu posto in congedo assoluto il 15 gennaio 1918',186,190101,1487.464859,1488.000006,'5',0.904943888
"'Csáfordjánosfa è un comune di 244 abitanti situato nella provincia di Gy_r-Moson-Sopron, nell''Ungheria nordoccidentale.'",258,255497,1492.919928,1494.000005,'3',1.803102889
'Nel periodo 1874-1961 è stata l''unica università del paese ad attribuire titoli accademici.',372,366937,1499.782426,1500.000005,'5',1.029920477
'La Tyrrell fa nuovamente doppietta nel Gran Premio di Germania al Nürburgring il 1o agosto.',262,258585,1504.745932,1506.000006,'4',1.623510157
"'Al passo molti springer ambiano il che non è difetto, ma tipico della razza.'",127,130302,1511.798429,1512.000006,'3',1.222732939
'L''espandersi del fenomeno costrinse alla mobilitazione sia le autorità francesi che quelle siamesi.',134,136760,1517.231411,1518.000006,'5',1.452637552
"'Questi nuovi complessi incorporavano gli elementi più commerciali di alternative rock, emo e post-hardcore.'",236,237894,1523.200021,1524.000005,'4',1.46626443
'Diresse la piantagione con un pugno di ferro che portò al suo omicidio nel 1904.',166,165037,1529.447858,1530.000007,'3',1.599419731
"'La città più grande è Kaunakakai, che è anche uno dei due porti sull''isola.'",163,166881,1535.797712,1536.000007,'5',1.484890298
"'Vento scomposto è il quarto romanzo di Simonetta Agnello Hornby, pubblicato in Italia nel 2009.'",48,51850,1541.482997,1542.000004,'4',1.996665618
'Sotto la vetta sono evidenti i resti del presidio austriaco della prima guerra mondiale.',219,217896,1548.165974,1548.166012,'3',1.330659526
"'Il 28 agosto, la brigata venne trasferita in Estonia, nella zona del lago Peipus.'",189,192890,1553.445536,1554.000005,'5',0.489739371
'È un cane di piccola taglia caratterizzato da un lungo pelo liscio e pesante.',129,131874,1558.494052,1560.000005,'5',1.351079059
"'Passò professionista all''inizio del 2010, quando venne messo sotto contratto dalla Liquigas-Doimo, squadra ProTour.'",103,104720,1565.348893,1566.000006,'3',1.206383273
"'La pupa dectica è sempre definita anche exarata, ossia possiede appendici libere e distaccabili.'",323,321016,1571.135028,1572.000004,'1',2.70565502
"'Le reliquie di San Claudio vennero arse nel marzo 1794, durante la Rivoluzione Francese.'",293,291374,1578.714464,1578.714565,'5',0.732432131
'La produzione della miniera oscillava tra le 56 e le 84 tonnellate di rame.',227,224691,1583.44582,1584.000005,'5',1.521954062
"'Il campanile è una torre pendente è infatti inclinato di circa 1,4° in direzione Est-Sud-Est.'",276,270196,1589.510231,1590.000004,'4',1.064765124
"'Sede vescovile è la città di Ica, dove si trova la cattedrale di San Gerolamo.'",117,119373,1595.213065,1596.000006,'5',0.604371714
'Nel periodo estivo l''aeroporto gestisce più di 60 voli di linea al giorno.',8,6518,1600.795181,1602.000005,'5',0.877713845
"'Il distretto di Yaurisque è uno dei nove distretti della provincia di Paruro, in Perù.'",256,257938,1606.680524,1608.000004,'4',0.84769045
'La Granja è una stazione della metropolitana di Valencia che serve la linea 4.',175,174722,1613.030263,1614.000005,'3',1.79936762
'Sarebbe il terzo campo dopo l''Estadio La Cabañera e lo Stadio San Jorge.',330,328110,1619.763606,1620.000005,'4',2.683872083
'Questa voce raccoglie le informazioni riguardanti il Sorrento nelle competizioni ufficiali della stagione 1980-1981.',335,334526,1626.464012,1626.464051,'5',0.543867527
"'Morì di leucemia nella capitale egiziana nell''autunno del 1988, all''età di 67 anni.'",209,205505,1631.04746,1632.000005,'5',0.909996636
"'Dopo la morte di Vittorio, sposò io 15 febbraio 1813 il barone Federico di Stein-Liebenstein-Barchfeld'",205,205859,1636.729784,1638.000006,'2',2.664175193
'Nel 2000 prese parte ai Giochi olimpici di Sydney ottenendo il quattordicesimo posto nell''eptathlon.',30,34567,1644.832021,1644.83206,'3',1.527682387
"'La famiglia ricorda i ragni appartenenti a quella, tuttora esistente, dei Leptonetidae e degli Ochyroceratidae.'",318,319314,1650.347018,1650.347075,'2',1.178901522
'È un sistema biciclico costituito da un anello ciclopentano fuso ad un anello ciclopropano.',73,74179,1655.714526,1656.000007,'1',1.245300173
'Bomberman è l''unico che può fronteggiare Wario e riportare l''equilibrio nel suo mondo.',377,375245,1661.19877,1662.000004,'4',2.459124992
"'È ricordato come uno dei padri fondatori della specialità, avendo anche vinto cinque titoli francesi.'",213,214815,1668.231123,1668.231161,'4',1.664672144
"'È ottavo nel 1998 e ancora nono l''anno successivo, con una Yamaha YZF-R6.'",211,211665,1674.026009,1674.026047,'4',2.333979256
'Dal 2 maggio 2016 lo spazio dedicato al TG5 non va più in onda.',357,354161,1680.158508,1680.158546,'3',1.767438704
"'La stazione è stata inaugurata in concomitanza con la ferrovia, il 10 agosto 1924.'",269,269233,1685.929497,1686.000007,'5',1.422535929
'Persino Ryuken lo ritiene dotato di grande talento pari a quello di Toki e Raoul.',137,140755,1691.443607,1692.000005,'3',1.669376009
'In agosto la Volkspolizei fu posta sotto il comando del ministro dell''interno tedesco.',194,195644,1697.864696,1698.000005,'4',1.026524995
'Il 10 settembre 2016 a Boscomantico si sono festeggiati i 100 anni dell''aeroporto.',11,6195,1702.795054,1704.000006,'4',0.951474121
"'È una sitcom a sfondo drammatico incentrata sulle vicende dei Drombusch, una famiglia di Darmstadt.'",350,350281,1708.710559,1710.000006,'3',1.790762052
"'È sepolto nell''atrio della Basilica di Santa Maria in Trastevere, suo titolo cardinalizio.'",60,62794,1715.946753,1716.000004,'2',2.029288593
"'Ha raggiunto la 27a posizione della classifica mondiale nel settembre 2016, suo attuale best ranking.'",366,360660,1721.795358,1722.000005,'5',1.33541041
"'Il vecchio alfabeto georgiano sembra sia stato derivato da quello aramaico, con influenze greche.'",173,169410,1727.528032,1728.000004,'4',0.810404411
'Dal 1998 la Libera università di lingue e comunicazione IULM porta il nome attuale.',367,370083,1732.762363,1734.000006,'3',4.209566861
"'Dopo questo viaggio avventuroso di ventotto giorni, Airoldi, tuttavia, non poté partecipare alla maratona.'",28,35875,1742.179588,1742.179633,'4',1.879859352
"'Il mandato terminò tuttavia pochi mesi dopo, a causa della vittoria elettorale della CDU.'",255,247031,1748.011924,1748.011963,'4',2.445543994
'La prima descrizione nota di ipopituitarismo è stata fatta dal medico patologo tedesco Morris Simmonds.',121,120550,1754.461294,1754.461332,'5',0.782559198
"'L''incontro con Jimmy Darmody durante una visita ai veterani, gli cambia la vita.'",139,138428,1759.444679,1759.444718,'4',2.064733352
'Abelli è stato capogruppo di Forza Italia nel consiglio regionale della Lombardia dal 2005.',252,247212,1765.326377,1765.326416,'5',1.022354559
'Il Västgötaspets è un cane di piccole dimensioni ma con un carattere molto forte.',126,130479,1770.275729,1770.27578,'4',1.516959222
'L’8 gennaio 2018 inizia la settima edizione sempre con la conduzione di Paolo Bonolis.',355,355430,1775.749987,1776.000005,'5',0.529407825
"'Farrell, oltre ad essere un evidente omaggio a Uomini e topi di John Steinbeck.'",45,49504,1780.526624,1782.000006,'1',2.787390283
"'Come lato B, il brano è arrivato alla 53a posizione di Billboard Hot 100.'",315,316656,1788.828184,1788.828223,'2',2.944366681
'A soli 16 anni debutta in Serie A1 nel San Lazzaro Pallavolo nella stagione 1985-86.',383,378432,1795.760868,1795.760908,'3',1.381913538
"'Distribuito dalla V-L-S-E, il film uscì nelle sale cinematografiche USA il 1o novembre 1915.'",147,146038,1801.357583,1801.357622,'4',2.001341086
"'Attualmente, i Membri dell''ICRANet sono quattro stati e tre università e centri di ricerca.'",370,371792,1807.326357,1807.326396,'3',1.510760026
'Sempre tra i dilettanti fece suo il titolo iridato della cronosquadre nel 1974 a Montréal.',100,104063,1812.795343,1812.79539,'4',0.799138836
'Bathgate ritornò in NHL per un ultima stagione ancora con i Penguins nel 1971.',155,156613,1817.759623,1818.000004,'5',0.557465778
'Nel 2003 si presenta al Campionato Italiano Velocità Superstock 1000 come campione in carica.',212,214802,1822.525724,1824.000006,'4',0.740365758
'Lo stadio ospita anche gli incontri della Nazionale di rugby a 15 della Svizzera.',327,328158,1828.748236,1830.000006,'3',4.637708064
"'Superato lo svincolo di Cosenza, l''autostrada attraversa le varie montagne in direzione Altilia.'",287,282532,1838.577986,1838.578024,'4',0.920379041
"'Lo Estadio Ruta de la Plata è uno Stadio situato a Zamora, in Spagna.'",328,324650,1843.312152,1843.312191,'4',2.194214182
'Alle Olimpiadi di Atene nel 2004 è arrivato settimo nella finale dei 200m farfalla.',347,342144,1849.465205,1849.465244,'4',2.276623971
"'Conclusa la carriera di calciatore, ha intrapreso quella di allenatore nelle categorie dilettantistiche lombarde.'",301,304880,1855.709891,1855.70993,'5',0.838531998
'Il suo primo gol''in NHL''arrivò il 12 novembre 2005 contro i Dallas Stars.',158,159661,1860.525882,1860.525929,'3',2.233671501
'A pochikm dal traguardo si forma un gruppo di una quindicina di corridori.',96,101156,1866.54633,1866.546371,'1',2.288880472
"'In particolare, il Darwinopterus robustidens sembra essere stato uno specialista nel cibarsi di coleotteri.'",319,323775,1872.660724,1872.660763,'3',2.678974906
"'Questo difettò portò ad odiare il clone di Peter privo di difetti, Ben Reilly.'",138,142153,1879.326565,1879.326605,'2',1.293043169
'Nel seguente elenco sono riportati gli altri eventi più significativi riguardanti il Cho Oyu.',218,218537,1884.659903,1884.659942,'3',1.103585906
'Ha gareggiato nel 100 metri dorso maschile e a pallanuoto alle Olimpiadi estive 1948.',348,345166,1889.759463,1890.000005,'3',3.447577943
"'Dopo aver raggiunto Malta l''11 settembre, la nave venne internata ad Alessandria d Egitto.'",300,297634,1897.410753,1897.410792,'3',1.944919709
"'HD 197540 è una stella gigante gialla di magnitudine 6,5 situata nella costellazione del Capricorno.'",67,71958,1903.349055,1903.349094,'4',1.527124995
"'Nel 1991 fu aperto ufficialmente l''aeroporto Giuseppe Verdi, realizzato tramite una società, la SO.GE.A.P.'",12,9555,1909.060835,1909.060875,'3',1.352207099
'L Ordine dei santi patroni d Italia fu un ordine cavalleresco della Repubblica sociale italiana.',109,112714,1914.375703,1914.375745,'5',1.84490486
"'Il 14 aprile 1577 fu eletto vescovo di Fermo, nonostante non fosse ancora stato ordinato.'",64,62888,1920.439027,1920.439067,'2',4.621189113
"'L''anno dopo fu al servizio della Spagna, per cui combatté in diverse battaglie.'",249,248405,1929.244907,1929.244946,'4',1.330684858
"'La ferrorhodsite è un minerale appartenente al gruppo della linnaeite, ha struttura analoga alla cuprorhodsite.'",196,198878,1934.36007,1934.360109,'3',0.713260546
'Queste tornano poi udibili a partire dal minuto 437 fino alla chiusura del brano.',317,313679,1939.259672,1939.259711,'5',0.660037726
"'In questo caso si verificheranno contrapposizioni violente fra Stati, religioni, entità terroristiche e pirati privati.'",53,53645,1943.948626,1944.000007,'2',2.563672911
'Negli ultimi anni il turismo si propone come fonte di sostentamento dell''intera isola.',164,166037,1950.759693,1950.759731,'4',0.703157696
"'Secondo Nielsen BookScan, il romanzo ha venduto ventinovemila copie tra il 2001 e il 2005.'",50,49566,1955.209051,1956.000004,'5',1.687817903
"'I manipoli erano unità di 60/120 uomini, tutti provenienti da una medesima classe di fanteria.'",192,192449,1961.873517,1962.000004,'4',0.975449713
"'La Middlesex University è un università che si trova nel nord di Londra, Inghilterra.'",369,366511,1967.308524,1968.000004,'4',1.276215777
"'A sua volta ogni comune si divide in cantoni, attualmente sono presenti 989 cantoni.'",91,93053,1973.290223,1974.000005,'5',1.236224985
"'Agli europei indoor di Atene del 1985 concluse terzo con un lancio a 21,23 metri.'",29,34271,1979.261762,1980.000005,'4',0.832273336
"'Il tedesco Bert Grabsch dominò la gara, mantenendo una velocità media di 50km/h.'",97,96348,1985.007151,1986.000005,'5',1.46295198
'KG è un azienda di dolciumi tedesca con sede a Bonn nel quartiere Kessenich.',81,86750,1991.22826,1992.000004,'4',1.017770599
'Alcuni linguisti includono l''alveniate in un gruppo dialettale alverno-limosino in comune con il limosino.',169,170486,1997.007844,1998.000005,'2',0.871093373
"'Infine, Belisario diventa generale nell''esercito di Padway e gli assicura il controllo dell''Italia.'",183,189748,2002.857465,2004.000004,'4',0.940718214
"'Chiaramente, la tribù trae ancora grande orgoglio dalla sua prodezza e dal suo valore militari.'",132,132960,2008.673177,2010.000006,'3',1.007883193
'Tutte le medaglie vengono conferite in forma originale dal Dipartimento della Difesa degli Stati Uniti.',106,112894,2015.171404,2016.000005,'5',1.794914455
"'Ne scaturì una sanguinosa guerra di secessione tra estoni, aiutati dagli Stati occidentali, e russi.'",88,93115,2021.924036,2022.000008,'3',2.077270612
'Dopo la rivoluzione di velluto del 1989 l''azienda diventa società per azioni nel 1990.',84,89302,2028.226008,2028.226047,'4',1.749540879
"'Panzer-Division nasce ufficialmente il 18 ottobre 1939 a Wuppertal''in Vestfalia, da elementi della 1.'",195,195541,2034.007976,2034.008041,'2',1.998759519
"'Nel 1990 la TSR pubblicò una seconda edizione del gioco, etichettandola erroneamente come terza edizione..'",151,151677,2039.98644,2040.000004,'3',1.554555425
"'Nel drive successivo, Hanie guidò i Bears a un secondo touchdown in soli 82 secondi.'",20,21927,2045.740269,2046.000005,'3',1.546487682
'James Poniewozik sul TIME la definì «splendidamente realizzata» e meglio focalizzata rispetto alla prima stagione.',352,349018,2051.74299,2052.000006,'4',2.854638163
'Il gioco è stato creato dal matematico Alain Rivollet e dall''informatico Gaëtan Beaujannot.',153,152181,2059.009655,2059.009694,'4',1.317294899
'Nel caso che i villi coriali riescano a penetrare il miometrio viene definita placenta increta.',123,120264,2064.073576,2064.073632,'2',1.884961824
"'La divisa casalinga era completamente rossa, a strisce verticali nere, pantaloncini neri e calzettoni rossoneri.'",331,332607,2070.175299,2070.175338,'5',2.565323806
"'Simile all''early happy hardcore, definita da un battito più leggero e sonorità rave.'",235,236120,2076.927441,2076.927491,'4',1.248104118
'Nel 2002 Accenture è stata premiata per la sua operazione di rebranding dalla Arthur W.',83,84440,2081.972921,2082.000005,'3',2.36899061
"'È divisa in due parti, corrispondenti al salone a sinistra ed all''albergo a destra.'",54,55957,2088.574415,2088.574475,'3',1.605073522
'Nel 1909 è stato insignito di un Master of Arts honoris causa dall Hobart College.',79,78469,2094.125881,2094.125938,'4',0.775326358
"'Prikoly na peremenke è una serie televisiva russa, adattamento dell''italiana Quelli dell''intervallo.'",351,353168,2099.056991,2100.000006,'3',1.021988911
"'Fino alla finale l''Errani, partendo dalle qualificazioni, ha incontrato solo tenniste americane battendole tutte.'",363,365970,2104.606201,2106.000006,'2',1.34824258
"'I sadlermuit, come nella vicina isola di Southampton, si estinsero contraendo malattie dagli occidentali.'",167,164509,2111.288963,2112.000004,'3',2.630584982
"'Tipu inviò una lettera il 19 gennaio 1790 al governatore di Bekal, Budruz Zuman Khan.'",204,207609,2118.604866,2118.604914,'2',2.115492436
"'Però, la frase nominativa incl. l''articolo, nome e aggettivo mostra tutte le possibilità'",170,172388,2124.907689,2124.907755,'1',1.140504634
"'Lasciati gli Hornets, dal 1991 al 2001 fu capo allenatore dei Golden State Warriors.'",42,44075,2129.832497,2130.000006,'4',1.613556089
"'Con l''aiuto del padre ha aperto un ristorante in Odaiba, Tokyo chiamato Kamei-do.'",232,228368,2135.57275,2136.000006,'4',1.375775951
'L''ambientazione è stata concessa in licenza due volte per giochi di carte collezionabili.',150,151275,2141.157039,2142.000006,'4',2.367169719
'L''11 luglio 2017 rinnovò il suo contratto con i Pistons per altri 2 anni.',41,43599,2148.169625,2148.169664,'5',1.415282504
"'Al contrario di Xiaomu, Saya è dalla parte dell''organizzazione rivale della Shinra Ouma.'",374,376031,2153.570124,2154.000004,'3',1.064365163
'Scorre poi lungo il confine con Meduna di Livenza e la provincia di Treviso.',278,280438,2158.88535,2160.000004,'4',1.719230904
"'Con essi disputò 37 gare su 41 come titolare, con 9 intercetti e un sack.'",18,23770,2165.675176,2166.000006,'4',1.893723206
'Questa pagina raccoglie i dati riguardanti il Vålerenga Fotball nelle competizioni ufficiali della stagione 1999.',302,305457,2172.009015,2172.009054,'5',0.581621045
"'L''abitato venne fondato dai fratelli Pancracio, Nicolás, Ezequiel''e Sinforoso Vargas nel 1794.'",259,254598,2176.787686,2178.000011,'3',1.023741661
'Le isole Lup_i sono un gruppo di quattro piccole isolette russe nel Mar Bianco.',165,166959,2182.589352,2184.000006,'5',0.678284657
"'Fu rivisto e adattato agli altri racconti, quando fu inserito nella raccolta Mulliner Nights.'",51,49018,2188.657763,2190.000004,'4',0.725117499
'Molti di questi velivoli furono distrutti in questo tipo di attacchi nei mesi successivi.',1,379,2194.674223,2196.000006,'4',0.710666773
"'La più importante nel 1980 quando cambiarono i paraurti, i comandi e le finiture.'",38,38297,2200.670217,2202.000004,'4',1.500198479
'Partenza a Sint-Niklaas con 185 corridori di cui 111 portarono a termine il percorso.',98,98529,2207.490602,2208.000005,'2',2.192405852
'Le elezioni al Kurultaj che coinvolgono tutta la popolazione tatara avvengono ogni cinque anni.',131,134281,2214.140286,2214.14039,'3',1.474118266
"'Novák, tuttavia, respinse l''offerta e insieme a molti altri aviatori cecoslovacchi fuggì all''estero.'",188,186062,2219.593285,2220.000007,'3',2.052333651
"'Più a valle sbocca nel Cigüela, da sinistra, molto vicino agli Ojos del Guadiana.'",280,280187,2225.774642,2226.000004,'3',1.194857416
"'Portabandiera alla cerimonia d apertura è stata la trentottenne Valentyna Šev_enko, alla sua quinta Olimpiade.'",339,339192,2231.156409,2232.000005,'5',0.968812229
"'Contrariamente alla vasta area coperta dall''arcipelago, copre una superficie terrestre di soli 885km2.'",162,164873,2237.135972,2238.000005,'3',2.680922055
"'I velivoli portavano, oltre alle coccarde ed alle insegne francesi, anche quella polacca in fusoliera.'",5,3864,2244.433882,2244.433934,'3',1.61213336
"'Per il campionato 2017-18 veste la maglia del Volley Milano, sempre in Serie A1.'",380,380693,2250.187319,2250.187358,'5',1.168714078
'Il monte è collocato a nord-est di Cortina d Ampezzo e ad ovest di Misurina.',221,218773,2255.338916,2256.000004,'4',1.507862436
"'La Bol šaja è un fiume della Russia europea meridionale, affluente di sinistra della Kalitva.'",282,279836,2261.671837,2262.000004,'4',0.70162125
"'Eletto deputato all''Assemblée nationale nel 1993, è il deputato più giovane della legislatura.'",253,251488,2266.873829,2268.000006,'5',1.046882565
"'Si sposò con Rosalind Turner, dalla quale ebbe due figli James, scrittore, e Rebecca.'",77,80688,2272.837103,2274.000004,'4',1.44861015
"'Nella prima scena dello Stage 1, C.C. osserva il piccolo Lelouch indossando proprio abiti giapponesi.'",135,141928,[],[],[],[]
'Dati aggiornati alla conclusione dei Campionati europei di nuoto in vasca corta 2009 di Istanbul.',344,342832,[],[],[],[]
"'Nel 1927 venne ripristinata la facciata, che riflette le linee del sezionamento delle navate.'",277,272400,[],[],[],[]
'L''intero genere può creare diversi sottogeneri grazie alla sua combinazione fra ritmo e armonia.',240,239655,[],[],[],[]
