cluster_ids,ids,scaled_scores,unscaled_scores,s1_score_scaled,s3_score_scaled,s1_score,s3_score,s1_unscaled_score,s3_unscaled_score,category_id,category_name,sentences
382,381433,-0.65,2.5,0.3,-1.6,'4','1',4.0,1.0,63,VolleyballPlayer,"Giulia Pincerato inizia la sua carriera pallavolistica nella squadra giovanile di Legnaro, nel 1999."
379,381238,-1.6500000000000001,1.5,-2.7,-0.6,'1','2',1.0,2.0,63,VolleyballPlayer,"Nella stagione 2006-07 torna in Germania, con il Dürener Turnverein 1847, debuttando in 1."
380,380693,0.35000000000000003,3.5,1.3,-0.6,'5','2',5.0,2.0,63,VolleyballPlayer,"Per il campionato 2017-18 veste la maglia del Volley Milano, sempre in Serie A1."
155,156613,0.35000000000000003,3.5,1.3,-0.6,'5','2',5.0,2.0,26,IceHockeyPlayer,Bathgate ritornò in NHL per un ultima stagione ancora con i Penguins nel 1971.
156,159039,-0.15,3.0,0.3,-0.6,'4','2',4.0,2.0,26,IceHockeyPlayer,Fu scelto nell'Amateur Draft del 1963 dai Toronto Maple Leafs in ventunesima posizione.
157,160773,-0.15,3.0,0.3,-0.6,'4','2',4.0,2.0,26,IceHockeyPlayer,Il 20 luglio 2012 Fayne prolungò per altre due stagioni con i New Jersey Devils.
349,349483,0.35000000000000003,3.5,1.3,-0.6,'5','2',5.0,2.0,58,TelevisionSeason,In Italia è stata trasmessa dal 1981 su reti locali con il titolo Koseidon.
353,348235,0.35000000000000003,3.5,1.3,-0.6,'5','2',5.0,2.0,58,TelevisionSeason,"La serie è ambientata in Sicilia, ma è stata quasi interamente girata in Puglia."
350,350281,-0.14999999999999997,3.0,-0.7,0.4,'3','3',3.0,3.0,58,TelevisionSeason,"È una sitcom a sfondo drammatico incentrata sulle vicende dei Drombusch, una famiglia di Darmstadt."
175,174722,-0.6499999999999999,2.5,-0.7,-0.6,'3','2',3.0,2.0,29,MetroStation,La Granja è una stazione della metropolitana di Valencia che serve la linea 4.
172,172120,-0.6499999999999999,2.5,-0.7,-0.6,'3','2',3.0,2.0,28,Language,Il numero dei suoi locutori varia fortemente in funzione della metodologia impiegata per calcolarlo.
170,172388,-1.1500000000000001,2.0,-2.7,0.4,'1','3',1.0,3.0,28,Language,"Però, la frase nominativa incl. l'articolo, nome e aggettivo mostra tutte le possibilità"
171,170821,-0.6499999999999999,2.5,-1.7,0.4,'2','3',2.0,3.0,28,Language,"Discussione di alcuni principali processi fonologici, come di importanti allofoni o di regole di assimilazione."
173,169410,0.35,3.5,0.3,0.4,'4','3',4.0,3.0,28,Language,"Il vecchio alfabeto georgiano sembra sia stato derivato da quello aramaico, con influenze greche."
320,321421,0.35000000000000003,3.5,1.3,-0.6,'5','2',5.0,2.0,53,Species,Carollia castanea è un Pipistrello della famiglia dei Fillostomidi diffuso nell'America centrale e meridionale.
322,322798,-0.6499999999999999,2.5,-0.7,-0.6,'3','2',3.0,2.0,53,Species,"È possibile che condividesse l'habitat con altri grossi artropodi nuotatori, come Isoxys e Zhenghecaris."
319,323775,-0.14999999999999997,3.0,-0.7,0.4,'3','3',3.0,3.0,53,Species,"In particolare, il Darwinopterus robustidens sembra essere stato uno specialista nel cibarsi di coleotteri."
59,60115,-0.15000000000000002,3.0,1.3,-1.6,'5','1',5.0,1.0,10,Cardinal,"Oltre all'inglese e al filippino, conosce anche l'italiano, lo spagnolo e il francese."
61,65305,-0.15,3.0,0.3,-0.6,'4','2',4.0,2.0,10,Cardinal,Dopo pochi giorni rifiutò la promozione al cardinalato preferendo rimanere solo vescovo di Tropea.
64,62888,-1.15,2.0,-1.7,-0.6,'2','2',2.0,2.0,10,Cardinal,"Il 14 aprile 1577 fu eletto vescovo di Fermo, nonostante non fosse ancora stato ordinato."
348,345166,-1.15,2.0,-0.7,-1.6,'3','1',3.0,1.0,57,Swimmer,Ha gareggiato nel 100 metri dorso maschile e a pallanuoto alle Olimpiadi estive 1948.
342,343025,0.8500000000000001,4.0,1.3,0.4,'5','3',5.0,3.0,57,Swimmer,Nel luglio 2006 ha reso pubblico il suo fidanzamento con la cantante australiana Candice Alley.
343,344851,-0.6499999999999999,2.5,-1.7,0.4,'2','3',2.0,3.0,57,Swimmer,"Nei 50m stile libero invece non riuscirà a raggiungere la finale, nuotando in 2502."
345,347017,0.8500000000000001,4.0,1.3,0.4,'5','3',5.0,3.0,57,Swimmer,"Durante la manifestazione prese parte anche alle finali dei 200,400 e 800m sl."
165,166959,0.35000000000000003,3.5,1.3,-0.6,'5','2',5.0,2.0,27,Island,Le isole Lupči sono un gruppo di quattro piccole isolette russe nel Mar Bianco.
166,165037,-0.6499999999999999,2.5,-0.7,-0.6,'3','2',3.0,2.0,27,Island,Diresse la piantagione con un pugno di ferro che portò al suo omicidio nel 1904.
167,164509,-0.6499999999999999,2.5,-0.7,-0.6,'3','2',3.0,2.0,27,Island,"I sadlermuit, come nella vicina isola di Southampton, si estinsero contraendo malattie dagli occidentali."
161,164306,0.35,3.5,0.3,0.4,'4','3',4.0,3.0,27,Island,"A nord l'isola viene attraversata dal Ponte Massimiliano, che porta verso il Maximilianeum."
97,96348,-0.15000000000000002,3.0,1.3,-1.6,'5','1',5.0,1.0,16,CyclingCompetition,"Il tedesco Bert Grabsch dominò la gara, mantenendo una velocità media di 50km/h."
94,97941,0.35,3.5,0.3,0.4,'4','3',4.0,3.0,16,CyclingCompetition,"Presero il via da Compiègne 186 ciclisti, 92 di essi portarono a termine la gara."
95,100002,-0.14999999999999997,3.0,-0.7,0.4,'3','3',3.0,3.0,16,CyclingCompetition,"Fu vinta dall'italiano Daniele Contrini, al traguardo con il tempo di 4h19 41."
71,73125,-0.6499999999999999,2.5,-0.7,-0.6,'3','2',3.0,2.0,12,ChemicalCompound,Il confronto con l'urea ricavata dall'urina lo convinse di aver sintetizzato quel composto.
72,74564,-0.6499999999999999,2.5,-0.7,-0.6,'3','2',3.0,2.0,12,ChemicalCompound,"Alprazolam è ampiamente metabolizzato nell'organismo umano, in particolare grazie al citocromo P450 3A4."
74,75586,-1.15,2.0,-1.7,-0.6,'2','2',2.0,2.0,12,ChemicalCompound,La biodisponibilità assoluta della molecola dopo somministrazione per os è all'incirca del 70%.
