cluster_ids,ids,scaled_scores,unscaled_scores,s2_score_scaled,s4_score_scaled,s2_score,s4_score,s2_unscaled_score,s4_unscaled_score,category_id,category_name,sentences
180,168155,-0.645,1.0,-0.92,-0.37,'1','1',1,1,28,Language,I verbi possono anche diventare aggettivi il participio presente si forma aggiungendo -nte al verbo.
178,168213,-0.14500000000000002,1.5,-0.92,0.63,'1','2',1,2,28,Language,"È inoltre ufficiale, a livello regionale o comunale, in alcune aree di Croazia e Slovenia."
317,319568,-0.645,1.0,-0.92,-0.37,'1','1',1,1,53,Species,La struttura interna della tribù non è ancora definita in modo univoco e sicuro.
314,322857,-0.145,1.5,0.08,-0.37,'2','1',2,1,53,Species,"Essendo molto nutriente, l'avena integrale è ideale nelle convalescenze e durante l'allattamento."
52,60597,-0.645,1.0,-0.92,-0.37,'1','1',1,1,10,Cardinal,Il 19 gennaio 1347 fu eletto da suo cugino papa Clemente VI arcivescovo di Saragozza.
53,65998,-0.645,1.0,-0.92,-0.37,'1','1',1,1,10,Cardinal,Optò quindi per il titolo della Santissima Trinità al Monte Pincio dal 21 luglio 1653.
54,61770,-0.645,1.0,-0.92,-0.37,'1','1',1,1,10,Cardinal,La sua salma venne inumata nella chiesa di San Carlo al Corso a Roma.
55,60280,-0.645,1.0,-0.92,-0.37,'1','1',1,1,10,Cardinal,"Si formò presso l'università di Padova, di cui in seguito fu anche Riformatore."
353,344217,-0.645,1.0,-0.92,-0.37,'1','1',1,1,57,Swimmer,"Specializzato nel dorso, ha vinto tre medaglie d oro ai mondiali in vasca corta."
354,344826,-0.645,1.0,-0.92,-0.37,'1','1',1,1,57,Swimmer,"Nata a Kaunas il 19 marzo 1997, è figlia di Saulius Meilutis e Ingrida Meilutienė."
172,166000,-0.645,1.0,-0.92,-0.37,'1','1',1,1,27,Island,Il terreno dell'isola è mediamente collinoso con numerose strade fangose e tratturi per pecore.
174,167481,-0.645,1.0,-0.92,-0.37,'1','1',1,1,27,Island,"Dalla più settentrionale alla più meridionale, storicamente le isole dei Pinguini sono le seguenti"
91,100164,-0.645,1.0,-0.92,-0.37,'1','1',1,1,16,CyclingCompetition,"I maggiori favoriti della corsa, soprattutto velocisti puri, sono di fatto esclusi dalla vittoria finale."
92,101279,-0.645,1.0,-0.92,-0.37,'1','1',1,1,16,CyclingCompetition,"Partenza a Zagarolo con 104 ciclisti, dei quali 64 portarono a termine il percorso."
94,100177,-0.645,1.0,-0.92,-0.37,'1','1',1,1,16,CyclingCompetition,"Fu vinta dal britannico Adam Blythe, al traguardo con il tempo di 4h16 50."
96,99703,-0.645,1.0,-0.92,-0.37,'1','1',1,1,16,CyclingCompetition,"Fu vinta dal tedesco Erik Zabel, che terminò con il tempo di 7h11 29."
100,99235,-0.645,1.0,-0.92,-0.37,'1','1',1,1,16,CyclingCompetition,"Fu vinta dall'italiano Alessandro Petacchi, al traguardo con il tempo di 4h53 00."
87,99053,-0.145,1.5,0.08,-0.37,'2','1',2,1,16,CyclingCompetition,"Venne vinta dal kazako Aleksandr Vinokurov, al traguardo con il tempo di 6h37 48."
88,97949,-0.145,1.5,0.08,-0.37,'2','1',2,1,16,CyclingCompetition,Partenza a Plouay con 128 ciclisti di cui 88 portarono a termine il percorso.
89,101549,-0.145,1.5,0.08,-0.37,'2','1',2,1,16,CyclingCompetition,Partenza a Bruges con 245 corridori; 73 di essi portarono a termine il percorso.
67,76153,-0.645,1.0,-0.92,-0.37,'1','1',1,1,12,ChemicalCompound,"Nell'industria dei derivati del petrolio viene aggiunto anche a vernici, lacche, resine e additivi."
66,72726,-0.145,1.5,0.08,-0.37,'2','1',2,1,12,ChemicalCompound,"In tal modo viene inibita sia la formazione di trombina, sia lo sviluppo di trombi."
68,74858,0.35500000000000004,2.0,1.08,-0.37,'3','1',3,1,12,ChemicalCompound,È una sostanza amara e si presenta sotto forma di polvere bianca e cristallina.
